locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.127_00001	gene	162				
metabat1500.127_00001	CDS	162				hypothetical protein
metabat1500.127_00002	gene	1254	cheB_1			
metabat1500.127_00002	CDS	1254	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
metabat1500.127_00003	gene	1278				
metabat1500.127_00003	CDS	1278				hypothetical protein
metabat1500.127_00004	gene	477				
metabat1500.127_00004	CDS	477				hypothetical protein
metabat1500.127_00005	gene	834	acdA_1			
metabat1500.127_00005	CDS	834	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
metabat1500.127_00006	gene	1305	lhgD			
metabat1500.127_00006	CDS	1305	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
metabat1500.127_00007	gene	969	iolG_1			
metabat1500.127_00007	CDS	969	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
metabat1500.127_00008	gene	1242	thlA			
metabat1500.127_00008	CDS	1242	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
metabat1500.127_00009	gene	1548	aldHT			
metabat1500.127_00009	CDS	1548	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
metabat1500.127_00010	gene	477				
metabat1500.127_00010	CDS	477				hypothetical protein
metabat1500.127_00011	gene	1569				
metabat1500.127_00011	CDS	1569				hypothetical protein
metabat1500.127_00012	gene	627	spuC			
metabat1500.127_00012	CDS	627	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
metabat1500.127_00013	gene	645				
metabat1500.127_00013	CDS	645				hypothetical protein
metabat1500.127_00014	gene	561				
metabat1500.127_00014	CDS	561			COG2409	Heme uptake protein MmpL11
metabat1500.127_00015	gene	792	lig_1			
metabat1500.127_00015	CDS	792	lig_1	6.5.1.1		DNA ligase
metabat1500.127_00016	gene	1023				
metabat1500.127_00016	CDS	1023				hypothetical protein
metabat1500.127_00017	gene	657				
metabat1500.127_00017	CDS	657				hypothetical protein
metabat1500.127_00018	gene	219				
metabat1500.127_00018	CDS	219				hypothetical protein
metabat1500.127_00019	gene	192				
metabat1500.127_00019	CDS	192				hypothetical protein
metabat1500.127_00020	gene	555				
metabat1500.127_00020	CDS	555				hypothetical protein
metabat1500.127_00021	gene	762				
metabat1500.127_00021	CDS	762				hypothetical protein
metabat1500.127_00022	gene	1365	hemL_1			
metabat1500.127_00022	CDS	1365	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
metabat1500.127_00023	gene	192				
metabat1500.127_00023	CDS	192				hypothetical protein
metabat1500.127_00024	gene	270				
metabat1500.127_00024	CDS	270				hypothetical protein
metabat1500.127_00025	gene	144				
metabat1500.127_00025	CDS	144				hypothetical protein
metabat1500.127_00026	gene	633				
metabat1500.127_00026	CDS	633				hypothetical protein
metabat1500.127_00027	gene	453	ecoRIIR			
metabat1500.127_00027	CDS	453	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
metabat1500.127_00028	gene	627				
metabat1500.127_00028	CDS	627				hypothetical protein
metabat1500.127_00029	gene	144				
metabat1500.127_00029	CDS	144				hypothetical protein
metabat1500.127_00030	gene	270				
metabat1500.127_00030	CDS	270				hypothetical protein
metabat1500.127_00031	gene	108				
metabat1500.127_00031	CDS	108				hypothetical protein
metabat1500.127_00032	gene	675				
metabat1500.127_00032	CDS	675				hypothetical protein
metabat1500.127_00033	gene	384				
metabat1500.127_00033	CDS	384				hypothetical protein
metabat1500.127_00034	gene	264				
metabat1500.127_00034	CDS	264				hypothetical protein
metabat1500.127_00035	gene	285				
metabat1500.127_00035	CDS	285				hypothetical protein
metabat1500.127_00036	gene	1620				
metabat1500.127_00036	CDS	1620				hypothetical protein
metabat1500.127_00037	gene	1707				
metabat1500.127_00037	CDS	1707				hypothetical protein
metabat1500.127_00038	gene	894				
metabat1500.127_00038	CDS	894				hypothetical protein
metabat1500.127_00039	gene	189				
metabat1500.127_00039	CDS	189				hypothetical protein
metabat1500.127_00040	gene	1722	budB			
metabat1500.127_00040	CDS	1722	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
metabat1500.127_00041	gene	1461				
metabat1500.127_00041	CDS	1461				hypothetical protein
metabat1500.127_00042	gene	1446	safD_1			
metabat1500.127_00042	CDS	1446	safD_1	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
metabat1500.127_00043	gene	828				
metabat1500.127_00043	CDS	828		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
metabat1500.127_00044	gene	513				
metabat1500.127_00044	CDS	513				hypothetical protein
metabat1500.127_00045	gene	315				
metabat1500.127_00045	CDS	315			COG0718	Nucleoid-associated protein
metabat1500.127_00046	gene	627	recR			
metabat1500.127_00046	CDS	627	recR		COG0353	Recombination protein RecR
metabat1500.127_00047	gene	186				
metabat1500.127_00047	CDS	186				hypothetical protein
metabat1500.127_00048	gene	543				
metabat1500.127_00048	CDS	543				hypothetical protein
metabat1500.127_00049	gene	945	iolB			
metabat1500.127_00049	CDS	945	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
metabat1500.127_00050	gene	1050	tal_1			
metabat1500.127_00050	CDS	1050	tal_1	2.2.1.2		Transaldolase
metabat1500.127_00051	gene	849				
metabat1500.127_00051	CDS	849				hypothetical protein
metabat1500.127_00052	gene	564				
metabat1500.127_00052	CDS	564				hypothetical protein
metabat1500.127_00053	gene	1053	add			
metabat1500.127_00053	CDS	1053	add	3.5.4.4	COG1816	Adenosine deaminase
metabat1500.127_00054	gene	732				
metabat1500.127_00054	CDS	732				hypothetical protein
metabat1500.127_00055	gene	1167	bcd			
metabat1500.127_00055	CDS	1167	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
metabat1500.127_00056	gene	717				
metabat1500.127_00056	CDS	717				hypothetical protein
metabat1500.127_00057	gene	465				
metabat1500.127_00057	CDS	465				hypothetical protein
metabat1500.127_00058	gene	1347				
metabat1500.127_00058	CDS	1347				hypothetical protein
metabat1500.127_00059	gene	897				
metabat1500.127_00059	CDS	897				hypothetical protein
metabat1500.127_00060	gene	77				
metabat1500.127_00060	tRNA	77				tRNA-Glu(ctc)
metabat1500.127_00061	gene	1074				
metabat1500.127_00061	CDS	1074				hypothetical protein
metabat1500.127_00062	gene	1077				
metabat1500.127_00062	CDS	1077		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
metabat1500.127_00063	gene	369				
metabat1500.127_00063	CDS	369				hypothetical protein
metabat1500.127_00064	gene	585				
metabat1500.127_00064	CDS	585		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
metabat1500.127_00065	gene	327				
metabat1500.127_00065	CDS	327				hypothetical protein
metabat1500.127_00066	gene	1398				
metabat1500.127_00066	CDS	1398				hypothetical protein
metabat1500.127_00067	gene	714				
metabat1500.127_00067	CDS	714				hypothetical protein
metabat1500.127_00068	gene	76				
metabat1500.127_00068	tRNA	76				tRNA-Arg(tct)
metabat1500.127_00069	gene	417				
metabat1500.127_00069	CDS	417				hypothetical protein
metabat1500.127_00070	gene	2025	glgE2			
metabat1500.127_00070	CDS	2025	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
metabat1500.127_00071	gene	3444				
metabat1500.127_00071	CDS	3444		2.7.1.8		Glucosamine kinase
metabat1500.127_00072	gene	1245	glgM			
metabat1500.127_00072	CDS	1245	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
metabat1500.127_00073	gene	1044				
metabat1500.127_00073	CDS	1044				hypothetical protein
metabat1500.127_00074	gene	195				
metabat1500.127_00074	CDS	195				hypothetical protein
metabat1500.127_00075	gene	1338	davT			
metabat1500.127_00075	CDS	1338	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
metabat1500.127_00076	gene	1059				
metabat1500.127_00076	CDS	1059				hypothetical protein
metabat1500.127_00077	gene	234				
metabat1500.127_00077	CDS	234				hypothetical protein
metabat1500.127_00078	gene	1002				
metabat1500.127_00078	CDS	1002				hypothetical protein
metabat1500.127_00079	gene	969				
metabat1500.127_00079	CDS	969				hypothetical protein
metabat1500.127_00080	gene	1203				
metabat1500.127_00080	CDS	1203				hypothetical protein
metabat1500.127_00081	gene	855				
metabat1500.127_00081	CDS	855				hypothetical protein
metabat1500.127_00082	gene	1857	pglF			
metabat1500.127_00082	CDS	1857	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
metabat1500.127_00083	gene	1053				
metabat1500.127_00083	CDS	1053				hypothetical protein
metabat1500.127_00084	gene	1419				
metabat1500.127_00084	CDS	1419				hypothetical protein
metabat1500.127_00085	gene	1119	mshA_1			
metabat1500.127_00085	CDS	1119	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
metabat1500.127_00086	gene	1128	mshA_2			
metabat1500.127_00086	CDS	1128	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
metabat1500.127_00087	gene	2217				
metabat1500.127_00087	CDS	2217				hypothetical protein
metabat1500.127_00088	gene	1140				
metabat1500.127_00088	CDS	1140				hypothetical protein
metabat1500.127_00089	gene	477				
metabat1500.127_00089	CDS	477				hypothetical protein
metabat1500.127_00090	gene	660	wecA			
metabat1500.127_00090	CDS	660	wecA	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
metabat1500.127_00091	gene	1428	tagU_1			
metabat1500.127_00091	CDS	1428	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
metabat1500.127_00092	gene	738	tagU_2			
metabat1500.127_00092	CDS	738	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
metabat1500.127_00093	gene	1455	gloB_1			
metabat1500.127_00093	CDS	1455	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
metabat1500.127_00094	gene	1347	mntH_1			
metabat1500.127_00094	CDS	1347	mntH_1		COG1914	Divalent metal cation transporter MntH
metabat1500.127_00095	gene	1275	IMPDH			
metabat1500.127_00095	CDS	1275	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
metabat1500.127_00096	gene	1701				
metabat1500.127_00096	CDS	1701				hypothetical protein
metabat1500.127_00097	gene	1473				
metabat1500.127_00097	CDS	1473				hypothetical protein
metabat1500.127_00098	gene	1941	polX			
metabat1500.127_00098	CDS	1941	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
metabat1500.127_00099	gene	942				
metabat1500.127_00099	CDS	942				hypothetical protein
metabat1500.127_00100	gene	855				
metabat1500.127_00100	CDS	855				hypothetical protein
metabat1500.127_00101	gene	195				
metabat1500.127_00101	CDS	195				hypothetical protein
metabat1500.127_00102	gene	528	cutS			
metabat1500.127_00102	CDS	528	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
metabat1500.127_00103	gene	879	coxM			
metabat1500.127_00103	CDS	879	coxM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
metabat1500.127_00104	gene	870				
