locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.133_00001	gene	849				
metabat2500.133_00001	CDS	849				hypothetical protein
metabat2500.133_00002	gene	1026	kshA			
metabat2500.133_00002	CDS	1026	kshA	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, oxygenase component
metabat2500.133_00003	gene	651				
metabat2500.133_00003	CDS	651				hypothetical protein
metabat2500.133_00004	gene	216				
metabat2500.133_00004	CDS	216				hypothetical protein
metabat2500.133_00005	gene	255				
metabat2500.133_00005	CDS	255				hypothetical protein
metabat2500.133_00006	gene	1971				
metabat2500.133_00006	CDS	1971				hypothetical protein
metabat2500.133_00007	gene	1035				
metabat2500.133_00007	CDS	1035				hypothetical protein
metabat2500.133_00008	gene	435	perR			
metabat2500.133_00008	CDS	435	perR		COG0735	Peroxide-responsive repressor PerR
metabat2500.133_00009	gene	1422	sasA_1			
metabat2500.133_00009	CDS	1422	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.133_00010	gene	699	walR_1			
metabat2500.133_00010	CDS	699	walR_1		COG0745	Transcriptional regulatory protein WalR
metabat2500.133_00011	gene	753				
metabat2500.133_00011	CDS	753				hypothetical protein
metabat2500.133_00012	gene	468				
metabat2500.133_00012	CDS	468				hypothetical protein
metabat2500.133_00013	gene	789				
metabat2500.133_00013	CDS	789				hypothetical protein
metabat2500.133_00014	gene	75				
metabat2500.133_00014	tRNA	75				tRNA-Ala(cgc)
metabat2500.133_00015	gene	807				
metabat2500.133_00015	CDS	807				hypothetical protein
metabat2500.133_00016	gene	4263	cshB			
metabat2500.133_00016	CDS	4263	cshB	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
metabat2500.133_00017	gene	1377	rutD_1			
metabat2500.133_00017	CDS	1377	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
metabat2500.133_00018	gene	1020				
metabat2500.133_00018	CDS	1020				hypothetical protein
metabat2500.133_00019	gene	249				
metabat2500.133_00019	CDS	249				hypothetical protein
metabat2500.133_00020	gene	279				
metabat2500.133_00020	CDS	279				hypothetical protein
metabat2500.133_00021	gene	753				
metabat2500.133_00021	CDS	753				hypothetical protein
metabat2500.133_00022	gene	1278	gdhA			
metabat2500.133_00022	CDS	1278	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
metabat2500.133_00023	gene	312				
metabat2500.133_00023	CDS	312				hypothetical protein
metabat2500.133_00024	gene	1188				
metabat2500.133_00024	CDS	1188				hypothetical protein
metabat2500.133_00025	gene	1077	aroB			
metabat2500.133_00025	CDS	1077	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
metabat2500.133_00026	gene	543	aroK			
metabat2500.133_00026	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase
metabat2500.133_00027	gene	264	aroC			
metabat2500.133_00027	CDS	264	aroC	4.2.3.5	COG0082	Chorismate synthase
metabat2500.133_00028	gene	438				
metabat2500.133_00028	CDS	438				hypothetical protein
metabat2500.133_00029	gene	369				
metabat2500.133_00029	CDS	369				hypothetical protein
metabat2500.133_00030	gene	1713				
metabat2500.133_00030	CDS	1713				hypothetical protein
metabat2500.133_00031	gene	213				
metabat2500.133_00031	CDS	213				hypothetical protein
metabat2500.133_00032	gene	1416	hcf136_1			
metabat2500.133_00032	CDS	1416	hcf136_1			Ycf48-like protein
metabat2500.133_00033	gene	1827				
metabat2500.133_00033	CDS	1827				hypothetical protein
metabat2500.133_00034	gene	831	xylF			
metabat2500.133_00034	CDS	831	xylF	3.7.1.9		2-hydroxymuconate semialdehyde hydrolase
metabat2500.133_00035	gene	855	bphD_1			
metabat2500.133_00035	CDS	855	bphD_1	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
metabat2500.133_00036	gene	1443	tldD_1			
metabat2500.133_00036	CDS	1443	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
metabat2500.133_00037	gene	1458	nylA			
metabat2500.133_00037	CDS	1458	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
metabat2500.133_00038	gene	1668	pyrG			
metabat2500.133_00038	CDS	1668	pyrG	6.3.4.2		CTP synthase
metabat2500.133_00039	gene	480				
metabat2500.133_00039	CDS	480				hypothetical protein
metabat2500.133_00040	gene	441				
metabat2500.133_00040	CDS	441				hypothetical protein
metabat2500.133_00041	gene	366				
metabat2500.133_00041	CDS	366				hypothetical protein
metabat2500.133_00042	gene	507				
metabat2500.133_00042	CDS	507				hypothetical protein
metabat2500.133_00043	gene	480				
metabat2500.133_00043	CDS	480				hypothetical protein
metabat2500.133_00044	gene	645				
metabat2500.133_00044	CDS	645				hypothetical protein
metabat2500.133_00045	gene	402				
metabat2500.133_00045	CDS	402				hypothetical protein
metabat2500.133_00046	gene	243	vapC2			
metabat2500.133_00046	CDS	243	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
metabat2500.133_00047	gene	303				
metabat2500.133_00047	CDS	303				hypothetical protein
metabat2500.133_00048	gene	1155	dnaN			
metabat2500.133_00048	CDS	1155	dnaN			Beta sliding clamp
metabat2500.133_00049	gene	1623	tolB_1			
metabat2500.133_00049	CDS	1623	tolB_1			Tol-Pal system protein TolB
metabat2500.133_00050	gene	927	rihA			
metabat2500.133_00050	CDS	927	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
metabat2500.133_00051	gene	363				
metabat2500.133_00051	CDS	363				hypothetical protein
metabat2500.133_00052	gene	1275	glyA			
metabat2500.133_00052	CDS	1275	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
metabat2500.133_00053	gene	984				
metabat2500.133_00053	CDS	984				hypothetical protein
metabat2500.133_00054	gene	981	iolG_1			
metabat2500.133_00054	CDS	981	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
metabat2500.133_00055	gene	858	iolI			
metabat2500.133_00055	CDS	858	iolI	5.3.99.11	COG1082	Inosose isomerase
metabat2500.133_00056	gene	627	mocA			
metabat2500.133_00056	CDS	627	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
metabat2500.133_00057	gene	1089	pucA			
metabat2500.133_00057	CDS	1089	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
metabat2500.133_00058	gene	261	paoC			
metabat2500.133_00058	CDS	261	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
metabat2500.133_00059	gene	534				
metabat2500.133_00059	CDS	534				hypothetical protein
metabat2500.133_00060	gene	906	mshD			
metabat2500.133_00060	CDS	906	mshD	2.3.1.189		Mycothiol acetyltransferase
metabat2500.133_00061	gene	672	dapF			
metabat2500.133_00061	CDS	672	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
metabat2500.133_00062	gene	255				
metabat2500.133_00062	CDS	255				hypothetical protein
metabat2500.133_00063	gene	2040				
metabat2500.133_00063	CDS	2040				hypothetical protein
metabat2500.133_00064	gene	207				
metabat2500.133_00064	CDS	207				hypothetical protein
metabat2500.133_00065	gene	543	cobO			
metabat2500.133_00065	CDS	543	cobO	2.5.1.17		Corrinoid adenosyltransferase
metabat2500.133_00066	gene	807	fepC			
metabat2500.133_00066	CDS	807	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
metabat2500.133_00067	gene	1098	btuC			
metabat2500.133_00067	CDS	1098	btuC			Vitamin B12 import system permease protein BtuC
metabat2500.133_00068	gene	966	btuF			
metabat2500.133_00068	CDS	966	btuF			Vitamin B12-binding protein
metabat2500.133_00069	gene	798				
metabat2500.133_00069	CDS	798				hypothetical protein
metabat2500.133_00070	gene	585	ruvA			
metabat2500.133_00070	CDS	585	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
metabat2500.133_00071	gene	519				
metabat2500.133_00071	CDS	519				hypothetical protein
metabat2500.133_00072	gene	525				
metabat2500.133_00072	CDS	525				hypothetical protein
metabat2500.133_00073	gene	756				
metabat2500.133_00073	CDS	756				hypothetical protein
metabat2500.133_00074	gene	495				
metabat2500.133_00074	CDS	495				hypothetical protein
metabat2500.133_00075	gene	402				
metabat2500.133_00075	CDS	402				hypothetical protein
metabat2500.133_00076	gene	399				
metabat2500.133_00076	CDS	399				hypothetical protein
metabat2500.133_00077	gene	561	rsmA_1			
metabat2500.133_00077	CDS	561	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
metabat2500.133_00078	gene	76				
