locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.094_00001	gene	1050	pucA			
metabat2500.094_00001	CDS	1050	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
metabat2500.094_00002	gene	1236	fabF_1			
metabat2500.094_00002	CDS	1236	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
metabat2500.094_00003	gene	297				
metabat2500.094_00003	CDS	297				hypothetical protein
metabat2500.094_00004	gene	1074	pheS_1			
metabat2500.094_00004	CDS	1074	pheS_1	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
metabat2500.094_00005	gene	360	rplT_1			
metabat2500.094_00005	CDS	360	rplT_1		COG0292	50S ribosomal protein L20
metabat2500.094_00006	gene	198	rpmI_1			
metabat2500.094_00006	CDS	198	rpmI_1		COG0291	50S ribosomal protein L35
metabat2500.094_00007	gene	606	infC_1			
metabat2500.094_00007	CDS	606	infC_1			Translation initiation factor IF-3
metabat2500.094_00008	gene	1368				
metabat2500.094_00008	CDS	1368				hypothetical protein
metabat2500.094_00009	gene	708				
metabat2500.094_00009	CDS	708				hypothetical protein
metabat2500.094_00010	gene	318				
metabat2500.094_00010	CDS	318				hypothetical protein
metabat2500.094_00011	gene	1164				
metabat2500.094_00011	CDS	1164				hypothetical protein
metabat2500.094_00012	gene	756				
metabat2500.094_00012	CDS	756				hypothetical protein
metabat2500.094_00013	gene	672				
metabat2500.094_00013	CDS	672				hypothetical protein
metabat2500.094_00014	gene	1449	tldD_1			
metabat2500.094_00014	CDS	1449	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
metabat2500.094_00015	gene	2340				
metabat2500.094_00015	CDS	2340				hypothetical protein
metabat2500.094_00016	gene	561				
metabat2500.094_00016	CDS	561				hypothetical protein
metabat2500.094_00017	gene	76				
metabat2500.094_00017	tRNA	76				tRNA-Arg(ccg)
metabat2500.094_00018	gene	384				
metabat2500.094_00018	CDS	384				hypothetical protein
metabat2500.094_00019	gene	465				
metabat2500.094_00019	CDS	465				hypothetical protein
metabat2500.094_00020	gene	168				
metabat2500.094_00020	CDS	168				hypothetical protein
metabat2500.094_00021	gene	1026				
metabat2500.094_00021	CDS	1026				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
metabat2500.094_00022	gene	924	dagK_1			
metabat2500.094_00022	CDS	924	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
metabat2500.094_00023	gene	378				
metabat2500.094_00023	CDS	378				hypothetical protein
metabat2500.094_00024	gene	288	yccX			
metabat2500.094_00024	CDS	288	yccX	3.6.1.7		Acylphosphatase
metabat2500.094_00025	gene	1134				
metabat2500.094_00025	CDS	1134				hypothetical protein
metabat2500.094_00026	gene	666				
metabat2500.094_00026	CDS	666				hypothetical protein
metabat2500.094_00027	gene	594				
metabat2500.094_00027	CDS	594				hypothetical protein
metabat2500.094_00028	gene	1698				
metabat2500.094_00028	CDS	1698				hypothetical protein
metabat2500.094_00029	gene	726				
metabat2500.094_00029	CDS	726				hypothetical protein
metabat2500.094_00030	gene	2235	purL			
metabat2500.094_00030	CDS	2235	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
metabat2500.094_00031	gene	318				
metabat2500.094_00031	CDS	318				hypothetical protein
metabat2500.094_00032	gene	657				
metabat2500.094_00032	CDS	657				hypothetical protein
metabat2500.094_00033	gene	933				
metabat2500.094_00033	CDS	933				hypothetical protein
metabat2500.094_00034	gene	1500	gltX			
metabat2500.094_00034	CDS	1500	gltX	6.1.1.17		Glutamate--tRNA ligase
metabat2500.094_00035	gene	723				
metabat2500.094_00035	CDS	723				hypothetical protein
metabat2500.094_00036	gene	1023				
metabat2500.094_00036	CDS	1023		1.1.1.1		Alcohol dehydrogenase
metabat2500.094_00037	gene	501				
metabat2500.094_00037	CDS	501				hypothetical protein
metabat2500.094_00038	gene	183				
metabat2500.094_00038	CDS	183				hypothetical protein
metabat2500.094_00039	gene	492				
metabat2500.094_00039	CDS	492				hypothetical protein
metabat2500.094_00040	gene	837	fgd_1			
metabat2500.094_00040	CDS	837	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
metabat2500.094_00041	gene	858	arsC			
metabat2500.094_00041	CDS	858	arsC	1.20.4.4		Arsenate reductase
metabat2500.094_00042	gene	1443	davD			
metabat2500.094_00042	CDS	1443	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
metabat2500.094_00043	gene	387	bphF			
metabat2500.094_00043	CDS	387	bphF		COG2146	Biphenyl dioxygenase system ferredoxin subunit
metabat2500.094_00044	gene	780				
metabat2500.094_00044	CDS	780				hypothetical protein
metabat2500.094_00045	gene	657				
metabat2500.094_00045	CDS	657				hypothetical protein
metabat2500.094_00046	gene	561				
