locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.115_00001	gene	966				
metabat1500.115_00001	CDS	966				hypothetical protein
metabat1500.115_00002	gene	417				
metabat1500.115_00002	CDS	417				hypothetical protein
metabat1500.115_00003	gene	381				
metabat1500.115_00003	CDS	381				hypothetical protein
metabat1500.115_00004	gene	1212				
metabat1500.115_00004	CDS	1212		3.4.11.25		Beta-peptidyl aminopeptidase BapA
metabat1500.115_00005	gene	348				
metabat1500.115_00005	CDS	348				hypothetical protein
metabat1500.115_00006	gene	1041				
metabat1500.115_00006	CDS	1041				hypothetical protein
metabat1500.115_00007	gene	612				
metabat1500.115_00007	CDS	612				hypothetical protein
metabat1500.115_00008	gene	795				
metabat1500.115_00008	CDS	795				hypothetical protein
metabat1500.115_00009	gene	333				
metabat1500.115_00009	CDS	333				hypothetical protein
metabat1500.115_00010	gene	2646				
metabat1500.115_00010	CDS	2646				hypothetical protein
metabat1500.115_00011	gene	849				
metabat1500.115_00011	CDS	849				hypothetical protein
metabat1500.115_00012	gene	267				
metabat1500.115_00012	CDS	267				hypothetical protein
metabat1500.115_00013	gene	972	galE			
metabat1500.115_00013	CDS	972	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
metabat1500.115_00014	gene	522				
metabat1500.115_00014	CDS	522				hypothetical protein
metabat1500.115_00015	gene	471	mscL			
metabat1500.115_00015	CDS	471	mscL			Large-conductance mechanosensitive channel
metabat1500.115_00016	gene	2553	leuS			
metabat1500.115_00016	CDS	2553	leuS	6.1.1.4		Leucine--tRNA ligase
metabat1500.115_00017	gene	591				
metabat1500.115_00017	CDS	591		3.6.1.66		dITP/XTP pyrophosphatase
metabat1500.115_00018	gene	477	tolR			
metabat1500.115_00018	CDS	477	tolR			Tol-Pal system protein TolR
metabat1500.115_00019	gene	627				
metabat1500.115_00019	CDS	627				hypothetical protein
metabat1500.115_00020	gene	438	exbD_1			
metabat1500.115_00020	CDS	438	exbD_1		COG0848	Biopolymer transport protein ExbD
metabat1500.115_00021	gene	1056	tolQ_1			
metabat1500.115_00021	CDS	1056	tolQ_1			Tol-Pal system protein TolQ
metabat1500.115_00022	gene	810				
metabat1500.115_00022	CDS	810				hypothetical protein
metabat1500.115_00023	gene	765				
metabat1500.115_00023	CDS	765				hypothetical protein
metabat1500.115_00024	gene	2001				
metabat1500.115_00024	CDS	2001				hypothetical protein
metabat1500.115_00025	gene	933	COQ5_1			
metabat1500.115_00025	CDS	933	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
metabat1500.115_00026	gene	1203	metK			
metabat1500.115_00026	CDS	1203	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
metabat1500.115_00027	gene	543				
metabat1500.115_00027	CDS	543				hypothetical protein
metabat1500.115_00028	gene	456				
metabat1500.115_00028	CDS	456				hypothetical protein
metabat1500.115_00029	gene	696				
metabat1500.115_00029	CDS	696				hypothetical protein
metabat1500.115_00030	gene	756				
metabat1500.115_00030	CDS	756				hypothetical protein
metabat1500.115_00031	gene	2142				
metabat1500.115_00031	CDS	2142				hypothetical protein
metabat1500.115_00032	gene	702				
metabat1500.115_00032	CDS	702				hypothetical protein
metabat1500.115_00033	gene	165				
metabat1500.115_00033	CDS	165				hypothetical protein
