locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.141_00001	gene	198				
metabat2500.141_00001	CDS	198				hypothetical protein
metabat2500.141_00002	gene	219				
metabat2500.141_00002	CDS	219				hypothetical protein
metabat2500.141_00003	gene	6795				
metabat2500.141_00003	CDS	6795				hypothetical protein
metabat2500.141_00004	gene	963				
metabat2500.141_00004	CDS	963				hypothetical protein
metabat2500.141_00005	gene	990	arcB			
metabat2500.141_00005	CDS	990	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
metabat2500.141_00006	gene	633				
metabat2500.141_00006	CDS	633				hypothetical protein
metabat2500.141_00007	gene	510				
metabat2500.141_00007	CDS	510				hypothetical protein
metabat2500.141_00008	gene	402				
metabat2500.141_00008	CDS	402				hypothetical protein
metabat2500.141_00009	gene	102				
metabat2500.141_00009	CDS	102				hypothetical protein
metabat2500.141_00010	gene	327				
metabat2500.141_00010	CDS	327				hypothetical protein
metabat2500.141_00011	gene	1419				
metabat2500.141_00011	CDS	1419				hypothetical protein
metabat2500.141_00012	gene	348				
metabat2500.141_00012	CDS	348				hypothetical protein
metabat2500.141_00013	gene	609	gstB			
metabat2500.141_00013	CDS	609	gstB	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
metabat2500.141_00014	gene	912	yadG			
metabat2500.141_00014	CDS	912	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
metabat2500.141_00015	gene	774	yadH			
metabat2500.141_00015	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
metabat2500.141_00016	gene	642				
metabat2500.141_00016	CDS	642				hypothetical protein
metabat2500.141_00017	gene	525				
metabat2500.141_00017	CDS	525				hypothetical protein
metabat2500.141_00018	gene	1140				
metabat2500.141_00018	CDS	1140				hypothetical protein
metabat2500.141_00019	gene	1650				
metabat2500.141_00019	CDS	1650				hypothetical protein
metabat2500.141_00020	gene	972				
metabat2500.141_00020	CDS	972				hypothetical protein
metabat2500.141_00021	gene	1407	PURA			
metabat2500.141_00021	CDS	1407	PURA	6.3.4.4		Adenylosuccinate synthetase, organellar chromatophore
metabat2500.141_00022	gene	546				
metabat2500.141_00022	CDS	546				hypothetical protein
metabat2500.141_00023	gene	906				
metabat2500.141_00023	CDS	906				hypothetical protein
metabat2500.141_00024	gene	432				
metabat2500.141_00024	CDS	432				hypothetical protein
metabat2500.141_00025	gene	1794	ybiT			
metabat2500.141_00025	CDS	1794	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
metabat2500.141_00026	gene	168				
metabat2500.141_00026	CDS	168				hypothetical protein
metabat2500.141_00027	gene	363				
metabat2500.141_00027	CDS	363				hypothetical protein
metabat2500.141_00028	gene	453				
metabat2500.141_00028	CDS	453				hypothetical protein
metabat2500.141_00029	gene	633				
metabat2500.141_00029	CDS	633				hypothetical protein
metabat2500.141_00030	gene	378				
metabat2500.141_00030	CDS	378				hypothetical protein
metabat2500.141_00031	gene	765				
metabat2500.141_00031	CDS	765				hypothetical protein
metabat2500.141_00032	gene	183				
metabat2500.141_00032	CDS	183				hypothetical protein
metabat2500.141_00033	gene	468				
metabat2500.141_00033	CDS	468				hypothetical protein
metabat2500.141_00034	gene	168				
metabat2500.141_00034	CDS	168				hypothetical protein
metabat2500.141_00035	gene	156				
metabat2500.141_00035	CDS	156				hypothetical protein
metabat2500.141_00036	gene	240				
metabat2500.141_00036	CDS	240				hypothetical protein
metabat2500.141_00037	gene	411				
metabat2500.141_00037	CDS	411				hypothetical protein
metabat2500.141_00038	gene	1233				
metabat2500.141_00038	CDS	1233				hypothetical protein
metabat2500.141_00039	gene	1005				
metabat2500.141_00039	CDS	1005				hypothetical protein
metabat2500.141_00040	gene	207				
metabat2500.141_00040	CDS	207				hypothetical protein
metabat2500.141_00041	gene	222				
metabat2500.141_00041	CDS	222				hypothetical protein
metabat2500.141_00042	gene	168				
metabat2500.141_00042	CDS	168				hypothetical protein
metabat2500.141_00043	gene	768	COQ5_1			
