locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.011_00001	gene	717	tolB_1			
metabat2500.011_00001	CDS	717	tolB_1			Tol-Pal system protein TolB
metabat2500.011_00002	gene	675				
metabat2500.011_00002	CDS	675				hypothetical protein
metabat2500.011_00003	gene	519	sigE_1			
metabat2500.011_00003	CDS	519	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
metabat2500.011_00004	gene	2400	pknD_1			
metabat2500.011_00004	CDS	2400	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
metabat2500.011_00005	gene	77				
metabat2500.011_00005	tRNA	77				tRNA-Arg(tct)
metabat2500.011_00006	gene	852				
metabat2500.011_00006	CDS	852				hypothetical protein
metabat2500.011_00007	gene	117				
metabat2500.011_00007	CDS	117				hypothetical protein
metabat2500.011_00008	gene	513				
metabat2500.011_00008	CDS	513				hypothetical protein
metabat2500.011_00009	gene	5097				
metabat2500.011_00009	CDS	5097				hypothetical protein
metabat2500.011_00010	gene	579				
metabat2500.011_00010	CDS	579				hypothetical protein
metabat2500.011_00011	gene	927	mdh			
metabat2500.011_00011	CDS	927	mdh	1.1.1.37	COG0039	Malate dehydrogenase
metabat2500.011_00012	gene	618	sdhC			
metabat2500.011_00012	CDS	618	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
metabat2500.011_00013	gene	2550				
metabat2500.011_00013	CDS	2550				hypothetical protein
metabat2500.011_00014	gene	363				
metabat2500.011_00014	CDS	363				hypothetical protein
metabat2500.011_00015	gene	447				
metabat2500.011_00015	CDS	447				hypothetical protein
metabat2500.011_00016	gene	945	azoB			
metabat2500.011_00016	CDS	945	azoB	1.7.-.-		NAD(P)H azoreductase
metabat2500.011_00017	gene	813				
metabat2500.011_00017	CDS	813				hypothetical protein
metabat2500.011_00018	gene	171				
metabat2500.011_00018	CDS	171				hypothetical protein
metabat2500.011_00019	gene	447				
metabat2500.011_00019	CDS	447				hypothetical protein
metabat2500.011_00020	gene	822	polA			
metabat2500.011_00020	CDS	822	polA	2.7.7.7	COG0258	DNA polymerase I
metabat2500.011_00021	gene	1281				
metabat2500.011_00021	CDS	1281				hypothetical protein
metabat2500.011_00022	gene	459	yqeY			
metabat2500.011_00022	CDS	459	yqeY		COG1610	putative protein YqeY
metabat2500.011_00023	gene	567				
metabat2500.011_00023	CDS	567				hypothetical protein
metabat2500.011_00024	gene	699				
metabat2500.011_00024	CDS	699				hypothetical protein
metabat2500.011_00025	gene	162				
metabat2500.011_00025	CDS	162				hypothetical protein
metabat2500.011_00026	gene	741	yknY_1			
metabat2500.011_00026	CDS	741	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
metabat2500.011_00027	gene	1215	macB_1			
metabat2500.011_00027	CDS	1215	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
metabat2500.011_00028	gene	1572				
metabat2500.011_00028	CDS	1572				hypothetical protein
metabat2500.011_00029	gene	588	cmpD			
metabat2500.011_00029	CDS	588	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
metabat2500.011_00030	gene	516				
metabat2500.011_00030	CDS	516				hypothetical protein
metabat2500.011_00031	gene	321				
metabat2500.011_00031	CDS	321				hypothetical protein
metabat2500.011_00032	gene	609	tlyA			
metabat2500.011_00032	CDS	609	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
metabat2500.011_00033	gene	858	nadK			
metabat2500.011_00033	CDS	858	nadK	2.7.1.23	COG0061	NAD kinase
metabat2500.011_00034	gene	97				
metabat2500.011_00034	tRNA	97				tRNA-Ala(ggc)
metabat2500.011_00035	gene	2976	bamA			
metabat2500.011_00035	CDS	2976	bamA			Outer membrane protein assembly factor BamA
metabat2500.011_00036	gene	768				
metabat2500.011_00036	CDS	768				hypothetical protein
metabat2500.011_00037	gene	204				
metabat2500.011_00037	CDS	204				hypothetical protein
metabat2500.011_00038	gene	243				
metabat2500.011_00038	CDS	243				hypothetical protein
metabat2500.011_00039	gene	216				
metabat2500.011_00039	CDS	216				hypothetical protein
metabat2500.011_00040	gene	330				
metabat2500.011_00040	CDS	330				hypothetical protein
metabat2500.011_00041	gene	300				
metabat2500.011_00041	CDS	300				hypothetical protein
metabat2500.011_00042	gene	3048	czcA_1			
metabat2500.011_00042	CDS	3048	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
metabat2500.011_00043	gene	990	mdtA_1			
metabat2500.011_00043	CDS	990	mdtA_1			Multidrug resistance protein MdtA
metabat2500.011_00044	gene	1257				
metabat2500.011_00044	CDS	1257				hypothetical protein
metabat2500.011_00045	gene	1014				
metabat2500.011_00045	CDS	1014				hypothetical protein
metabat2500.011_00046	gene	1275				
metabat2500.011_00046	CDS	1275		1.6.99.-	COG1252	NADH dehydrogenase-like protein
metabat2500.011_00047	gene	1674	ubiB			
metabat2500.011_00047	CDS	1674	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
metabat2500.011_00048	gene	1350	ywiE_1			
metabat2500.011_00048	CDS	1350	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
metabat2500.011_00049	gene	636				
metabat2500.011_00049	CDS	636				hypothetical protein
metabat2500.011_00050	gene	444				
metabat2500.011_00050	CDS	444				hypothetical protein
metabat2500.011_00051	gene	225				
metabat2500.011_00051	CDS	225				hypothetical protein
metabat2500.011_00052	gene	603				
metabat2500.011_00052	CDS	603				hypothetical protein
metabat2500.011_00053	gene	474				
metabat2500.011_00053	CDS	474				hypothetical protein
metabat2500.011_00054	gene	1074	apbC			
metabat2500.011_00054	CDS	1074	apbC		COG0489	Iron-sulfur cluster carrier protein
metabat2500.011_00055	gene	891				
metabat2500.011_00055	CDS	891				hypothetical protein
metabat2500.011_00056	gene	822	mlaE_1			
metabat2500.011_00056	CDS	822	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
metabat2500.011_00057	gene	858	mkl_1			
metabat2500.011_00057	CDS	858	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
metabat2500.011_00058	gene	1200				
metabat2500.011_00058	CDS	1200				hypothetical protein
metabat2500.011_00059	gene	951	strE_1			
metabat2500.011_00059	CDS	951	strE_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
metabat2500.011_00060	gene	1299	rkpK			
metabat2500.011_00060	CDS	1299	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
metabat2500.011_00061	gene	930				
metabat2500.011_00061	CDS	930		5.1.3.2	COG1088	UDP-glucose 4-epimerase
metabat2500.011_00062	gene	966				
metabat2500.011_00062	CDS	966				hypothetical protein
metabat2500.011_00063	gene	264	uvrA			
metabat2500.011_00063	CDS	264	uvrA			UvrABC system protein A
metabat2500.011_00064	gene	288				
metabat2500.011_00064	CDS	288				hypothetical protein
metabat2500.011_00065	gene	2490	fdoG_1			
metabat2500.011_00065	CDS	2490	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
metabat2500.011_00066	gene	576	fdoG_2			
metabat2500.011_00066	CDS	576	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
metabat2500.011_00067	gene	1197	COQ3_1			
metabat2500.011_00067	CDS	1197	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
metabat2500.011_00068	gene	774	scoA			
metabat2500.011_00068	CDS	774	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
metabat2500.011_00069	gene	666	scoB			
metabat2500.011_00069	CDS	666	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
metabat2500.011_00070	gene	2400	lptD			
metabat2500.011_00070	CDS	2400	lptD			LPS-assembly protein LptD
metabat2500.011_00071	gene	1065	cugP			
metabat2500.011_00071	CDS	1065	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
metabat2500.011_00072	gene	1029	strE_2			
metabat2500.011_00072	CDS	1029	strE_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
metabat2500.011_00073	gene	4305				
metabat2500.011_00073	CDS	4305				hypothetical protein
metabat2500.011_00074	gene	699	tdcB_1			
metabat2500.011_00074	CDS	699	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
metabat2500.011_00075	gene	591				
metabat2500.011_00075	CDS	591				hypothetical protein
metabat2500.011_00076	gene	1230	hutI_1			
metabat2500.011_00076	CDS	1230	hutI_1	3.5.2.7		Imidazolonepropionase
metabat2500.011_00077	gene	2247	rcsC_1			
metabat2500.011_00077	CDS	2247	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.011_00078	gene	588	udg			
metabat2500.011_00078	CDS	588	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
metabat2500.011_00079	gene	795				
metabat2500.011_00079	CDS	795			COG2199	putative signaling protein
metabat2500.011_00080	gene	486				
metabat2500.011_00080	CDS	486				hypothetical protein
metabat2500.011_00081	gene	1359	atoC_1			
metabat2500.011_00081	CDS	1359	atoC_1		COG2204	Regulatory protein AtoC
metabat2500.011_00082	gene	3732	sasA_1			
metabat2500.011_00082	CDS	3732	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.011_00083	gene	1884	yitJ			
metabat2500.011_00083	CDS	1884	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
metabat2500.011_00084	gene	3747	metH_1			
metabat2500.011_00084	CDS	3747	metH_1	2.1.1.13	COG0646	Methionine synthase
metabat2500.011_00085	gene	933	cpoB_1			
metabat2500.011_00085	CDS	933	cpoB_1			Cell division coordinator CpoB
metabat2500.011_00086	gene	1167	pilT_1			
metabat2500.011_00086	CDS	1167	pilT_1		COG2805	Twitching mobility protein
metabat2500.011_00087	gene	1230	tyrS			
metabat2500.011_00087	CDS	1230	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
metabat2500.011_00088	gene	1068	btuD_1			
metabat2500.011_00088	CDS	1068	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
metabat2500.011_00089	gene	1101				
metabat2500.011_00089	CDS	1101				hypothetical protein
metabat2500.011_00090	gene	162				
metabat2500.011_00090	CDS	162				hypothetical protein
metabat2500.011_00091	gene	873				
metabat2500.011_00091	CDS	873				hypothetical protein
metabat2500.011_00092	gene	315				
metabat2500.011_00092	CDS	315				hypothetical protein
metabat2500.011_00093	gene	900	ligD_1			
metabat2500.011_00093	CDS	900	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
metabat2500.011_00094	gene	960	ligD_2			
metabat2500.011_00094	CDS	960	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
metabat2500.011_00095	gene	1203				
metabat2500.011_00095	CDS	1203				hypothetical protein
metabat2500.011_00096	gene	1587				
metabat2500.011_00096	CDS	1587				hypothetical protein
metabat2500.011_00097	gene	837				
metabat2500.011_00097	CDS	837				hypothetical protein
metabat2500.011_00098	gene	4449	cheB_1			
metabat2500.011_00098	CDS	4449	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
metabat2500.011_00099	gene	810	ku			
metabat2500.011_00099	CDS	810	ku		COG1273	Non-homologous end joining protein Ku
metabat2500.011_00100	gene	1014				
metabat2500.011_00100	CDS	1014				hypothetical protein
metabat2500.011_00101	gene	510				
metabat2500.011_00101	CDS	510				hypothetical protein
metabat2500.011_00102	gene	525				
metabat2500.011_00102	CDS	525				hypothetical protein
metabat2500.011_00103	gene	147				
metabat2500.011_00103	CDS	147				hypothetical protein
metabat2500.011_00104	gene	810				
metabat2500.011_00104	CDS	810				hypothetical protein
metabat2500.011_00105	gene	822				
metabat2500.011_00105	CDS	822				hypothetical protein
metabat2500.011_00106	gene	336	rsbV_1			
metabat2500.011_00106	CDS	336	rsbV_1		COG1366	Anti-sigma-B factor antagonist
metabat2500.011_00107	gene	2430				
metabat2500.011_00107	CDS	2430				hypothetical protein
metabat2500.011_00108	gene	1695				
metabat2500.011_00108	CDS	1695				hypothetical protein
metabat2500.011_00109	gene	828	kdsA_1			
metabat2500.011_00109	CDS	828	kdsA_1	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
metabat2500.011_00110	gene	1662	pyrG			
metabat2500.011_00110	CDS	1662	pyrG	6.3.4.2		CTP synthase
metabat2500.011_00111	gene	570				
metabat2500.011_00111	CDS	570				hypothetical protein
metabat2500.011_00112	gene	1128				
metabat2500.011_00112	CDS	1128				hypothetical protein
metabat2500.011_00113	gene	2010	ade_1			
metabat2500.011_00113	CDS	2010	ade_1	3.5.4.2		Adenine deaminase
metabat2500.011_00114	gene	1320				
metabat2500.011_00114	CDS	1320				hypothetical protein
metabat2500.011_00115	gene	387	macB_2			
metabat2500.011_00115	CDS	387	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
metabat2500.011_00116	gene	2616	tolB_2			
metabat2500.011_00116	CDS	2616	tolB_2			Tol-Pal system protein TolB
metabat2500.011_00117	gene	2313				
metabat2500.011_00117	CDS	2313				hypothetical protein
metabat2500.011_00118	gene	393	ccmE			
metabat2500.011_00118	CDS	393	ccmE			Cytochrome c-type biogenesis protein CcmE
metabat2500.011_00119	gene	129				
metabat2500.011_00119	CDS	129				hypothetical protein
metabat2500.011_00120	gene	660	ccsA_1			
metabat2500.011_00120	CDS	660	ccsA_1			Cytochrome c biogenesis protein CcsA
metabat2500.011_00121	gene	168				
metabat2500.011_00121	CDS	168				hypothetical protein
metabat2500.011_00122	gene	615				
metabat2500.011_00122	CDS	615				hypothetical protein
metabat2500.011_00123	gene	519	ogt_1			
metabat2500.011_00123	CDS	519	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
metabat2500.011_00124	gene	792				
metabat2500.011_00124	CDS	792				hypothetical protein
metabat2500.011_00125	gene	2235	pknD_2			
metabat2500.011_00125	CDS	2235	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
metabat2500.011_00126	gene	2235	pknD_3			
metabat2500.011_00126	CDS	2235	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
metabat2500.011_00127	gene	705				
