locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.056_00001	gene	75				
metabat2500.056_00001	tRNA	75				tRNA-Asn(gtt)
metabat2500.056_00002	gene	588	mglA			
metabat2500.056_00002	CDS	588	mglA		COG1100	Mutual gliding-motility protein MglA
metabat2500.056_00003	gene	501				
metabat2500.056_00003	CDS	501				hypothetical protein
metabat2500.056_00004	gene	597	recR			
metabat2500.056_00004	CDS	597	recR		COG0353	Recombination protein RecR
metabat2500.056_00005	gene	3051				
metabat2500.056_00005	CDS	3051				hypothetical protein
metabat2500.056_00006	gene	309				
metabat2500.056_00006	CDS	309			COG0718	Nucleoid-associated protein
metabat2500.056_00007	gene	1677	ruvB_1			
metabat2500.056_00007	CDS	1677	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
metabat2500.056_00008	gene	552				
metabat2500.056_00008	CDS	552				hypothetical protein
metabat2500.056_00009	gene	885				
metabat2500.056_00009	CDS	885				hypothetical protein
metabat2500.056_00010	gene	2571				
metabat2500.056_00010	CDS	2571				hypothetical protein
metabat2500.056_00011	gene	2049	bepA_1			
metabat2500.056_00011	CDS	2049	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
metabat2500.056_00012	gene	2907				
metabat2500.056_00012	CDS	2907				hypothetical protein
metabat2500.056_00013	gene	1704	nfdA_1			
metabat2500.056_00013	CDS	1704	nfdA_1	3.5.1.91		N-substituted formamide deformylase
metabat2500.056_00014	gene	156				
metabat2500.056_00014	CDS	156				hypothetical protein
metabat2500.056_00015	gene	1611	pknD_1			
metabat2500.056_00015	CDS	1611	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
metabat2500.056_00016	gene	414				
metabat2500.056_00016	CDS	414				hypothetical protein
metabat2500.056_00017	gene	384				
metabat2500.056_00017	CDS	384				hypothetical protein
metabat2500.056_00018	gene	354				
metabat2500.056_00018	CDS	354				hypothetical protein
metabat2500.056_00019	gene	2379				
metabat2500.056_00019	CDS	2379				hypothetical protein
metabat2500.056_00020	gene	921				
metabat2500.056_00020	CDS	921				hypothetical protein
metabat2500.056_00021	gene	1686	qgdA			
metabat2500.056_00021	CDS	1686	qgdA	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
metabat2500.056_00022	gene	948	petJ_1			
metabat2500.056_00022	CDS	948	petJ_1			Cytochrome c6
metabat2500.056_00023	gene	939				
metabat2500.056_00023	CDS	939				hypothetical protein
metabat2500.056_00024	gene	822				
metabat2500.056_00024	CDS	822				hypothetical protein
metabat2500.056_00025	gene	1176	lysN_1			
metabat2500.056_00025	CDS	1176	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
metabat2500.056_00026	gene	858				
metabat2500.056_00026	CDS	858				hypothetical protein
metabat2500.056_00027	gene	1671				
metabat2500.056_00027	CDS	1671				hypothetical protein
metabat2500.056_00028	gene	2448	recF_1			
metabat2500.056_00028	CDS	2448	recF_1			DNA replication and repair protein RecF
metabat2500.056_00029	gene	399				
metabat2500.056_00029	CDS	399				hypothetical protein
metabat2500.056_00030	gene	2601	ligD			
metabat2500.056_00030	CDS	2601	ligD		COG1793	Multifunctional non-homologous end joining protein LigD
metabat2500.056_00031	gene	1341	pepP_1			
