locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.064_00001	gene	402				
metabat1500.064_00001	CDS	402				hypothetical protein
metabat1500.064_00002	gene	321				
metabat1500.064_00002	CDS	321				hypothetical protein
metabat1500.064_00003	gene	453				
metabat1500.064_00003	CDS	453				hypothetical protein
metabat1500.064_00004	gene	585				
metabat1500.064_00004	CDS	585				hypothetical protein
metabat1500.064_00005	gene	216				
metabat1500.064_00005	CDS	216				hypothetical protein
metabat1500.064_00006	gene	783				
metabat1500.064_00006	CDS	783				hypothetical protein
metabat1500.064_00007	gene	1314				
metabat1500.064_00007	CDS	1314		1.6.99.-	COG1252	NADH dehydrogenase-like protein
metabat1500.064_00008	gene	621				
metabat1500.064_00008	CDS	621				hypothetical protein
metabat1500.064_00009	gene	984	bshB1_1			
metabat1500.064_00009	CDS	984	bshB1_1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
metabat1500.064_00010	gene	681	deoC			
metabat1500.064_00010	CDS	681	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
metabat1500.064_00011	gene	1011	gmd_1			
metabat1500.064_00011	CDS	1011	gmd_1	4.2.1.47		GDP-mannose 4,6-dehydratase
metabat1500.064_00012	gene	1137	tdh_1			
metabat1500.064_00012	CDS	1137	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
metabat1500.064_00013	gene	1020	rhaT_1			
metabat1500.064_00013	CDS	1020	rhaT_1		COG0697	L-rhamnose-proton symporter
metabat1500.064_00014	gene	348				
metabat1500.064_00014	CDS	348				hypothetical protein
metabat1500.064_00015	gene	216				
metabat1500.064_00015	CDS	216				hypothetical protein
metabat1500.064_00016	gene	990	pld1			
metabat1500.064_00016	CDS	990	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
metabat1500.064_00017	gene	306				
metabat1500.064_00017	CDS	306				hypothetical protein
metabat1500.064_00018	gene	432				
metabat1500.064_00018	CDS	432				hypothetical protein
metabat1500.064_00019	gene	864	dppA_1			
metabat1500.064_00019	CDS	864	dppA_1	3.4.11.-	COG2362	D-aminopeptidase
metabat1500.064_00020	gene	1161				
metabat1500.064_00020	CDS	1161				hypothetical protein
metabat1500.064_00021	gene	264				
metabat1500.064_00021	CDS	264				hypothetical protein
metabat1500.064_00022	gene	351				
metabat1500.064_00022	CDS	351				hypothetical protein
metabat1500.064_00023	gene	216				
metabat1500.064_00023	CDS	216				hypothetical protein
metabat1500.064_00024	gene	405				
metabat1500.064_00024	CDS	405				hypothetical protein
metabat1500.064_00025	gene	507				
metabat1500.064_00025	CDS	507				hypothetical protein
metabat1500.064_00026	gene	1755				
metabat1500.064_00026	CDS	1755				hypothetical protein
metabat1500.064_00027	gene	555	lemA_1			
metabat1500.064_00027	CDS	555	lemA_1		COG1704	Protein LemA
metabat1500.064_00028	gene	156				
metabat1500.064_00028	CDS	156				hypothetical protein
metabat1500.064_00029	gene	201				
metabat1500.064_00029	CDS	201				hypothetical protein
metabat1500.064_00030	gene	333				
metabat1500.064_00030	CDS	333				hypothetical protein
metabat1500.064_00031	gene	363	hisI_1			
metabat1500.064_00031	CDS	363	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
metabat1500.064_00032	gene	390				
metabat1500.064_00032	CDS	390				hypothetical protein
metabat1500.064_00033	gene	303				
metabat1500.064_00033	CDS	303				hypothetical protein
metabat1500.064_00034	gene	1053	arnB			
metabat1500.064_00034	CDS	1053	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
metabat1500.064_00035	gene	651				
metabat1500.064_00035	CDS	651				hypothetical protein
metabat1500.064_00036	gene	1221	hldD			
metabat1500.064_00036	CDS	1221	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
metabat1500.064_00037	gene	174				
metabat1500.064_00037	CDS	174				hypothetical protein
metabat1500.064_00038	gene	3222				
metabat1500.064_00038	CDS	3222				hypothetical protein
metabat1500.064_00039	gene	3645				
metabat1500.064_00039	CDS	3645				hypothetical protein
metabat1500.064_00040	gene	2112	dxs_1			
metabat1500.064_00040	CDS	2112	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
metabat1500.064_00041	gene	2409	dbpA_1			
metabat1500.064_00041	CDS	2409	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
metabat1500.064_00042	gene	1308				
metabat1500.064_00042	CDS	1308				hypothetical protein
metabat1500.064_00043	gene	528				
metabat1500.064_00043	CDS	528				hypothetical protein
metabat1500.064_00044	gene	2223				
metabat1500.064_00044	CDS	2223				hypothetical protein
metabat1500.064_00045	gene	162	pheA			
metabat1500.064_00045	CDS	162	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
metabat1500.064_00046	gene	687				
metabat1500.064_00046	CDS	687				hypothetical protein
metabat1500.064_00047	gene	525				
metabat1500.064_00047	CDS	525				hypothetical protein
metabat1500.064_00048	gene	195				
metabat1500.064_00048	CDS	195				hypothetical protein
metabat1500.064_00049	gene	306				
metabat1500.064_00049	CDS	306				hypothetical protein
metabat1500.064_00050	gene	1413	cpoB_1			
metabat1500.064_00050	CDS	1413	cpoB_1			Cell division coordinator CpoB
metabat1500.064_00051	gene	3528				
metabat1500.064_00051	CDS	3528				hypothetical protein
metabat1500.064_00052	gene	1263				
metabat1500.064_00052	CDS	1263				hypothetical protein
metabat1500.064_00053	gene	432				
metabat1500.064_00053	CDS	432				hypothetical protein
metabat1500.064_00054	gene	357				
metabat1500.064_00054	CDS	357				hypothetical protein
metabat1500.064_00055	gene	318	crcB			
metabat1500.064_00055	CDS	318	crcB			Putative fluoride ion transporter CrcB
metabat1500.064_00056	gene	537				
metabat1500.064_00056	CDS	537				hypothetical protein
metabat1500.064_00057	gene	3510				
metabat1500.064_00057	CDS	3510				hypothetical protein
metabat1500.064_00058	gene	1497				
metabat1500.064_00058	CDS	1497				hypothetical protein
metabat1500.064_00059	gene	267				
metabat1500.064_00059	CDS	267				hypothetical protein
metabat1500.064_00060	gene	2256	sasA_1			
metabat1500.064_00060	CDS	2256	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat1500.064_00061	gene	747	nth_1			
metabat1500.064_00061	CDS	747	nth_1	4.2.99.18		Endonuclease III
metabat1500.064_00062	gene	1782				
metabat1500.064_00062	CDS	1782				hypothetical protein
metabat1500.064_00063	gene	1131	pilT_1			
metabat1500.064_00063	CDS	1131	pilT_1		COG2805	Twitching mobility protein
metabat1500.064_00064	gene	1212	epsF_1			
metabat1500.064_00064	CDS	1212	epsF_1		COG1459	Type II secretion system protein F
metabat1500.064_00065	gene	1848				
metabat1500.064_00065	CDS	1848				hypothetical protein
