locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.072_00001	gene	192				
metabat1500.072_00001	CDS	192				hypothetical protein
metabat1500.072_00002	gene	861	livH_1			
metabat1500.072_00002	CDS	861	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
metabat1500.072_00003	gene	1239				
metabat1500.072_00003	CDS	1239			COG0683	Leu/Ile/Val-binding protein 
metabat1500.072_00004	gene	540				
metabat1500.072_00004	CDS	540				hypothetical protein
metabat1500.072_00005	gene	1110				
metabat1500.072_00005	CDS	1110				hypothetical protein
metabat1500.072_00006	gene	399	catE_1			
metabat1500.072_00006	CDS	399	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
metabat1500.072_00007	gene	609				
metabat1500.072_00007	CDS	609				hypothetical protein
metabat1500.072_00008	gene	672				
metabat1500.072_00008	CDS	672				hypothetical protein
metabat1500.072_00009	gene	1185				
metabat1500.072_00009	CDS	1185				hypothetical protein
metabat1500.072_00010	gene	834				
metabat1500.072_00010	CDS	834				hypothetical protein
metabat1500.072_00011	gene	186				
metabat1500.072_00011	CDS	186				hypothetical protein
metabat1500.072_00012	gene	165				
metabat1500.072_00012	CDS	165				hypothetical protein
metabat1500.072_00013	gene	1050				
metabat1500.072_00013	CDS	1050				hypothetical protein
metabat1500.072_00014	gene	423	IMPDH_1			
metabat1500.072_00014	CDS	423	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
metabat1500.072_00015	gene	438				
metabat1500.072_00015	CDS	438				hypothetical protein
metabat1500.072_00016	gene	672	pcm_1			
metabat1500.072_00016	CDS	672	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
metabat1500.072_00017	gene	438	teaD_1			
metabat1500.072_00017	CDS	438	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
metabat1500.072_00018	gene	204				
metabat1500.072_00018	CDS	204				hypothetical protein
metabat1500.072_00019	gene	678	yknY_1			
metabat1500.072_00019	CDS	678	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
metabat1500.072_00020	gene	1233	macB_1			
metabat1500.072_00020	CDS	1233	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
metabat1500.072_00021	gene	2400	ppsA			
metabat1500.072_00021	CDS	2400	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
metabat1500.072_00022	gene	570	drrA_1			
metabat1500.072_00022	CDS	570	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
metabat1500.072_00023	gene	777				
metabat1500.072_00023	CDS	777				hypothetical protein
metabat1500.072_00024	gene	339				
metabat1500.072_00024	CDS	339				hypothetical protein
metabat1500.072_00025	gene	1863				
metabat1500.072_00025	CDS	1863				hypothetical protein
metabat1500.072_00026	gene	912				
metabat1500.072_00026	CDS	912				hypothetical protein
metabat1500.072_00027	gene	1044				
metabat1500.072_00027	CDS	1044				hypothetical protein
metabat1500.072_00028	gene	960				
metabat1500.072_00028	CDS	960				hypothetical protein
metabat1500.072_00029	gene	1221				
metabat1500.072_00029	CDS	1221				hypothetical protein
metabat1500.072_00030	gene	855				
metabat1500.072_00030	CDS	855				hypothetical protein
metabat1500.072_00031	gene	525	yrdA_1			
metabat1500.072_00031	CDS	525	yrdA_1		COG0663	Protein YrdA
metabat1500.072_00032	gene	1026	dpgA			
metabat1500.072_00032	CDS	1026	dpgA	2.3.1.246		3,5-dihydroxyphenylacetyl-CoA synthase
metabat1500.072_00033	gene	1044	bepA_1			
metabat1500.072_00033	CDS	1044	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
metabat1500.072_00034	gene	654				
metabat1500.072_00034	CDS	654				hypothetical protein
metabat1500.072_00035	gene	792	yutF			
metabat1500.072_00035	CDS	792	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
metabat1500.072_00036	gene	696	pepE			
metabat1500.072_00036	CDS	696	pepE	3.4.13.21		Peptidase E
metabat1500.072_00037	gene	705				
metabat1500.072_00037	CDS	705				hypothetical protein
metabat1500.072_00038	gene	366				
metabat1500.072_00038	CDS	366				hypothetical protein
metabat1500.072_00039	gene	630				
metabat1500.072_00039	CDS	630				hypothetical protein
metabat1500.072_00040	gene	1098	petB			
metabat1500.072_00040	CDS	1098	petB			Cytochrome bc complex cytochrome b subunit
metabat1500.072_00041	gene	456	petC			
metabat1500.072_00041	CDS	456	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
metabat1500.072_00042	gene	2490				
metabat1500.072_00042	CDS	2490				hypothetical protein
metabat1500.072_00043	gene	153				
metabat1500.072_00043	CDS	153				hypothetical protein
metabat1500.072_00044	gene	858	efeU			
metabat1500.072_00044	CDS	858	efeU		COG0672	Ferrous iron permease EfeU
metabat1500.072_00045	gene	351				
metabat1500.072_00045	CDS	351				hypothetical protein
metabat1500.072_00046	gene	849	mltF_1			
metabat1500.072_00046	CDS	849	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
metabat1500.072_00047	gene	738	glnQ_1			
metabat1500.072_00047	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
metabat1500.072_00048	gene	669				
metabat1500.072_00048	CDS	669				hypothetical protein
metabat1500.072_00049	gene	663	glnM_1			
metabat1500.072_00049	CDS	663	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
metabat1500.072_00050	gene	147				
metabat1500.072_00050	CDS	147				hypothetical protein
metabat1500.072_00051	gene	675				
metabat1500.072_00051	CDS	675				hypothetical protein
metabat1500.072_00052	gene	453	pcm_2			
metabat1500.072_00052	CDS	453	pcm_2	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
metabat1500.072_00053	gene	1485				
metabat1500.072_00053	CDS	1485			COG1926	putative protein
metabat1500.072_00054	gene	918				
metabat1500.072_00054	CDS	918				hypothetical protein
metabat1500.072_00055	gene	456	nhaX_1			
metabat1500.072_00055	CDS	456	nhaX_1		COG0589	Stress response protein NhaX
metabat1500.072_00056	gene	318				
metabat1500.072_00056	CDS	318				hypothetical protein
metabat1500.072_00057	gene	594				
metabat1500.072_00057	CDS	594				hypothetical protein
metabat1500.072_00058	gene	1122	mdtH			
metabat1500.072_00058	CDS	1122	mdtH			Multidrug resistance protein MdtH
metabat1500.072_00059	gene	240				
metabat1500.072_00059	CDS	240				hypothetical protein
metabat1500.072_00060	gene	237	yedF			
metabat1500.072_00060	CDS	237	yedF		COG0425	Putative sulfur carrier protein YedF
metabat1500.072_00061	gene	486				
metabat1500.072_00061	CDS	486				hypothetical protein
metabat1500.072_00062	gene	867				
metabat1500.072_00062	CDS	867				hypothetical protein
metabat1500.072_00063	gene	930	yfeA			
metabat1500.072_00063	CDS	930	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
metabat1500.072_00064	gene	576				
metabat1500.072_00064	CDS	576				hypothetical protein
metabat1500.072_00065	gene	1233				
metabat1500.072_00065	CDS	1233		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
metabat1500.072_00066	gene	825	paaA			
metabat1500.072_00066	CDS	825	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
metabat1500.072_00067	gene	678				
metabat1500.072_00067	CDS	678				hypothetical protein
metabat1500.072_00068	gene	423	paaI			
metabat1500.072_00068	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
metabat1500.072_00069	gene	951				
metabat1500.072_00069	CDS	951				hypothetical protein
metabat1500.072_00070	gene	648	cpoB_1			
metabat1500.072_00070	CDS	648	cpoB_1			Cell division coordinator CpoB
metabat1500.072_00071	gene	447				
metabat1500.072_00071	CDS	447				hypothetical protein
metabat1500.072_00072	gene	249				
metabat1500.072_00072	CDS	249				hypothetical protein
metabat1500.072_00073	gene	588				
metabat1500.072_00073	CDS	588				hypothetical protein
metabat1500.072_00074	gene	780	crt_1			
metabat1500.072_00074	CDS	780	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
metabat1500.072_00075	gene	1017				
metabat1500.072_00075	CDS	1017				hypothetical protein
metabat1500.072_00076	gene	999				
metabat1500.072_00076	CDS	999				hypothetical protein
metabat1500.072_00077	gene	933				
metabat1500.072_00077	CDS	933				hypothetical protein
metabat1500.072_00078	gene	1080				
metabat1500.072_00078	CDS	1080		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
metabat1500.072_00079	gene	783				
metabat1500.072_00079	CDS	783				hypothetical protein
metabat1500.072_00080	gene	312				
metabat1500.072_00080	CDS	312				hypothetical protein
metabat1500.072_00081	gene	192				
metabat1500.072_00081	CDS	192				hypothetical protein
metabat1500.072_00082	gene	1077	mdlA			
metabat1500.072_00082	CDS	1077	mdlA	5.1.2.2		Mandelate racemase
metabat1500.072_00083	gene	441				
metabat1500.072_00083	CDS	441				hypothetical protein
metabat1500.072_00084	gene	777				
metabat1500.072_00084	CDS	777				hypothetical protein
metabat1500.072_00085	gene	936				
metabat1500.072_00085	CDS	936				IS110 family transposase ISHne3
metabat1500.072_00086	gene	714				
metabat1500.072_00086	CDS	714				hypothetical protein
metabat1500.072_00087	gene	837	Dml			
metabat1500.072_00087	CDS	837	Dml	4.1.3.32		2,3-dimethylmalate lyase
metabat1500.072_00088	gene	1029				
metabat1500.072_00088	CDS	1029				hypothetical protein
metabat1500.072_00089	gene	891	catD_1			
metabat1500.072_00089	CDS	891	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
metabat1500.072_00090	gene	1167	uctC_1			
metabat1500.072_00090	CDS	1167	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
metabat1500.072_00091	gene	792	hpcH_1			
metabat1500.072_00091	CDS	792	hpcH_1	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
metabat1500.072_00092	gene	624	nudL_1			
metabat1500.072_00092	CDS	624	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
metabat1500.072_00093	gene	2073	ppk_1			
metabat1500.072_00093	CDS	2073	ppk_1	2.7.4.1	COG0855	Polyphosphate kinase
metabat1500.072_00094	gene	939	ppx1			
metabat1500.072_00094	CDS	939	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
metabat1500.072_00095	gene	570				
metabat1500.072_00095	CDS	570				hypothetical protein
metabat1500.072_00096	gene	1101				
metabat1500.072_00096	CDS	1101			COG1305	putative protein
metabat1500.072_00097	gene	789	phoP_1			
metabat1500.072_00097	CDS	789	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
metabat1500.072_00098	gene	1056	pstS			
metabat1500.072_00098	CDS	1056	pstS		COG0226	Phosphate-binding protein PstS
metabat1500.072_00099	gene	996	pstC			
metabat1500.072_00099	CDS	996	pstC		COG0573	Phosphate transport system permease protein PstC
metabat1500.072_00100	gene	840	pstA			
metabat1500.072_00100	CDS	840	pstA		COG0581	Phosphate transport system permease protein PstA
metabat1500.072_00101	gene	759	pstB3			
metabat1500.072_00101	CDS	759	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
metabat1500.072_00102	gene	657	phoU			
metabat1500.072_00102	CDS	657	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
metabat1500.072_00103	gene	1050				
metabat1500.072_00103	CDS	1050				hypothetical protein
metabat1500.072_00104	gene	189				
metabat1500.072_00104	CDS	189				hypothetical protein
metabat1500.072_00105	gene	3564				
metabat1500.072_00105	CDS	3564				hypothetical protein
metabat1500.072_00106	gene	894				
metabat1500.072_00106	CDS	894				hypothetical protein
metabat1500.072_00107	gene	1725	nadE_1			
metabat1500.072_00107	CDS	1725	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
metabat1500.072_00108	gene	264				
metabat1500.072_00108	CDS	264				hypothetical protein
metabat1500.072_00109	gene	498				
metabat1500.072_00109	CDS	498				hypothetical protein
metabat1500.072_00110	gene	1227				
metabat1500.072_00110	CDS	1227		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
metabat1500.072_00111	gene	1011				
metabat1500.072_00111	CDS	1011				hypothetical protein
metabat1500.072_00112	gene	3099	czcA_1			
metabat1500.072_00112	CDS	3099	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
metabat1500.072_00113	gene	759				
metabat1500.072_00113	CDS	759				hypothetical protein
metabat1500.072_00114	gene	1671				
metabat1500.072_00114	CDS	1671				hypothetical protein
metabat1500.072_00115	gene	1029	mreB_1			
metabat1500.072_00115	CDS	1029	mreB_1		COG1077	Cell shape-determining protein MreB
metabat1500.072_00116	gene	240				
metabat1500.072_00116	CDS	240				hypothetical protein
metabat1500.072_00117	gene	1983	glnD			
