locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.096_00001	gene	537				
metabat2500.096_00001	CDS	537				hypothetical protein
metabat2500.096_00002	gene	2244	bepA_1			
metabat2500.096_00002	CDS	2244	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
metabat2500.096_00003	gene	2295	bepA_2			
metabat2500.096_00003	CDS	2295	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
metabat2500.096_00004	gene	1113	gcvT_1			
metabat2500.096_00004	CDS	1113	gcvT_1	2.1.2.10		Aminomethyltransferase
metabat2500.096_00005	gene	378	gcvH_1			
metabat2500.096_00005	CDS	378	gcvH_1		COG0509	Glycine cleavage system H protein
metabat2500.096_00006	gene	1344	gcvPA_1			
metabat2500.096_00006	CDS	1344	gcvPA_1	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
metabat2500.096_00007	gene	606				
metabat2500.096_00007	CDS	606				hypothetical protein
metabat2500.096_00008	gene	1452	oprM_1			
metabat2500.096_00008	CDS	1452	oprM_1		COG1538	Outer membrane protein OprM
metabat2500.096_00009	gene	2382	mdtB_1			
metabat2500.096_00009	CDS	2382	mdtB_1		COG0841	Multidrug resistance protein MdtB
metabat2500.096_00010	gene	1032	menB_1			
metabat2500.096_00010	CDS	1032	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
metabat2500.096_00011	gene	891	mmsB			
metabat2500.096_00011	CDS	891	mmsB	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
metabat2500.096_00012	gene	471				
metabat2500.096_00012	CDS	471				hypothetical protein
metabat2500.096_00013	gene	1725	nqo3_1			
metabat2500.096_00013	CDS	1725	nqo3_1	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
metabat2500.096_00014	gene	1014	nuoH_1			
metabat2500.096_00014	CDS	1014	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
metabat2500.096_00015	gene	513				
metabat2500.096_00015	CDS	513				hypothetical protein
metabat2500.096_00016	gene	639	leuE			
metabat2500.096_00016	CDS	639	leuE		COG1280	Leucine efflux protein
metabat2500.096_00017	gene	948				
metabat2500.096_00017	CDS	948				hypothetical protein
metabat2500.096_00018	gene	4233				
metabat2500.096_00018	CDS	4233				hypothetical protein
metabat2500.096_00019	gene	1725				
metabat2500.096_00019	CDS	1725				hypothetical protein
metabat2500.096_00020	gene	1239				
metabat2500.096_00020	CDS	1239				hypothetical protein
metabat2500.096_00021	gene	738				
metabat2500.096_00021	CDS	738				hypothetical protein
metabat2500.096_00022	gene	333				
metabat2500.096_00022	CDS	333				hypothetical protein
metabat2500.096_00023	gene	1020				
metabat2500.096_00023	CDS	1020				hypothetical protein
metabat2500.096_00024	gene	1200	pgk/tpi			
metabat2500.096_00024	CDS	1200	pgk/tpi		COG0126	Bifunctional PGK/TIM
metabat2500.096_00025	gene	393				
metabat2500.096_00025	CDS	393				hypothetical protein
metabat2500.096_00026	gene	1029				
metabat2500.096_00026	CDS	1029				hypothetical protein
metabat2500.096_00027	gene	162				
metabat2500.096_00027	CDS	162				hypothetical protein
metabat2500.096_00028	gene	186				
metabat2500.096_00028	CDS	186				hypothetical protein
metabat2500.096_00029	gene	186				
metabat2500.096_00029	CDS	186				hypothetical protein
metabat2500.096_00030	gene	1164				
metabat2500.096_00030	CDS	1164				hypothetical protein
metabat2500.096_00031	gene	1692	fadD			
metabat2500.096_00031	CDS	1692	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
metabat2500.096_00032	gene	1134	fadA			
metabat2500.096_00032	CDS	1134	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
metabat2500.096_00033	gene	2322	fadN			
metabat2500.096_00033	CDS	2322	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
metabat2500.096_00034	gene	1770				
metabat2500.096_00034	CDS	1770				hypothetical protein
metabat2500.096_00035	gene	837				
metabat2500.096_00035	CDS	837				hypothetical protein
metabat2500.096_00036	gene	579				
metabat2500.096_00036	CDS	579				hypothetical protein
metabat2500.096_00037	gene	384				
metabat2500.096_00037	CDS	384				hypothetical protein
metabat2500.096_00038	gene	183				
metabat2500.096_00038	CDS	183				hypothetical protein
metabat2500.096_00039	gene	1137	yeaW_1			
metabat2500.096_00039	CDS	1137	yeaW_1	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
metabat2500.096_00040	gene	1035				
metabat2500.096_00040	CDS	1035				hypothetical protein
metabat2500.096_00041	gene	669	degU_1			
metabat2500.096_00041	CDS	669	degU_1		COG2197	Transcriptional regulatory protein DegU
metabat2500.096_00042	gene	996	rcsC_1			
metabat2500.096_00042	CDS	996	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.096_00043	gene	330				
metabat2500.096_00043	CDS	330				hypothetical protein
metabat2500.096_00044	gene	270				
metabat2500.096_00044	CDS	270				hypothetical protein
metabat2500.096_00045	gene	912	oppC_1			
metabat2500.096_00045	CDS	912	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
metabat2500.096_00046	gene	981	dppB_1			
metabat2500.096_00046	CDS	981	dppB_1		COG0601	Dipeptide transport system permease protein DppB
metabat2500.096_00047	gene	1437				
metabat2500.096_00047	CDS	1437				hypothetical protein
metabat2500.096_00048	gene	1107	mdtA_1			
