locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.050_00001	gene	1464	yeeO_1			
metabat1500.050_00001	CDS	1464	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
metabat1500.050_00002	gene	423				
metabat1500.050_00002	CDS	423				hypothetical protein
metabat1500.050_00003	gene	1548	hcaD			
metabat1500.050_00003	CDS	1548	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
metabat1500.050_00004	gene	1290	gdhA_1			
metabat1500.050_00004	CDS	1290	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
metabat1500.050_00005	gene	111				
metabat1500.050_00005	CDS	111				hypothetical protein
metabat1500.050_00006	gene	267				
metabat1500.050_00006	CDS	267				hypothetical protein
metabat1500.050_00007	gene	123				
metabat1500.050_00007	CDS	123				hypothetical protein
metabat1500.050_00008	gene	774				
metabat1500.050_00008	CDS	774				hypothetical protein
metabat1500.050_00009	gene	456				
metabat1500.050_00009	CDS	456				hypothetical protein
metabat1500.050_00010	gene	420	fitB_1			
metabat1500.050_00010	CDS	420	fitB_1	3.1.-.-		Toxin FitB
metabat1500.050_00011	gene	252				
metabat1500.050_00011	CDS	252				hypothetical protein
metabat1500.050_00012	gene	675	serB1			
metabat1500.050_00012	CDS	675	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
metabat1500.050_00013	gene	834				
metabat1500.050_00013	CDS	834				hypothetical protein
metabat1500.050_00014	gene	504	coaD			
metabat1500.050_00014	CDS	504	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
metabat1500.050_00015	gene	366				
metabat1500.050_00015	CDS	366				hypothetical protein
metabat1500.050_00016	gene	1230				
metabat1500.050_00016	CDS	1230		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
metabat1500.050_00017	gene	261				
metabat1500.050_00017	CDS	261				hypothetical protein
metabat1500.050_00018	gene	387				
metabat1500.050_00018	CDS	387				hypothetical protein
metabat1500.050_00019	gene	1500	mglA_1			
metabat1500.050_00019	CDS	1500	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
metabat1500.050_00020	gene	1062	tmpC			
metabat1500.050_00020	CDS	1062	tmpC		COG1744	Membrane lipoprotein TmpC
metabat1500.050_00021	gene	1323	pdp_1			
metabat1500.050_00021	CDS	1323	pdp_1	2.4.2.2		Pyrimidine-nucleoside phosphorylase
metabat1500.050_00022	gene	480	ispF_1			
metabat1500.050_00022	CDS	480	ispF_1	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
metabat1500.050_00023	gene	669	ispD			
metabat1500.050_00023	CDS	669	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
metabat1500.050_00024	gene	1272				
