locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.004_00001	gene	687				
metabat1500.004_00001	CDS	687				hypothetical protein
metabat1500.004_00002	gene	786	amiC			
metabat1500.004_00002	CDS	786	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
metabat1500.004_00003	gene	243				
metabat1500.004_00003	CDS	243				hypothetical protein
metabat1500.004_00004	gene	1557	pepA			
metabat1500.004_00004	CDS	1557	pepA	3.4.11.10		cytosol aminopeptidase
metabat1500.004_00005	gene	441				
metabat1500.004_00005	CDS	441				hypothetical protein
metabat1500.004_00006	gene	450				
metabat1500.004_00006	CDS	450				hypothetical protein
metabat1500.004_00007	gene	1191				
metabat1500.004_00007	CDS	1191				hypothetical protein
metabat1500.004_00008	gene	846				
metabat1500.004_00008	CDS	846				hypothetical protein
metabat1500.004_00009	gene	1116				
metabat1500.004_00009	CDS	1116				hypothetical protein
metabat1500.004_00010	gene	456				
metabat1500.004_00010	CDS	456				hypothetical protein
metabat1500.004_00011	gene	450	GFM1			
metabat1500.004_00011	CDS	450	GFM1			Elongation factor G, mitochondrial
metabat1500.004_00012	gene	546				
metabat1500.004_00012	CDS	546				hypothetical protein
metabat1500.004_00013	gene	489				
metabat1500.004_00013	CDS	489				hypothetical protein
metabat1500.004_00014	gene	432				
metabat1500.004_00014	CDS	432				hypothetical protein
metabat1500.004_00015	gene	432	mscL_1			
metabat1500.004_00015	CDS	432	mscL_1			Large-conductance mechanosensitive channel
metabat1500.004_00016	gene	255				
metabat1500.004_00016	CDS	255				hypothetical protein
metabat1500.004_00017	gene	1857				
metabat1500.004_00017	CDS	1857		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
metabat1500.004_00018	gene	279				
metabat1500.004_00018	CDS	279				hypothetical protein
metabat1500.004_00019	gene	2127	gcd			
metabat1500.004_00019	CDS	2127	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
metabat1500.004_00020	gene	1128				
metabat1500.004_00020	CDS	1128				hypothetical protein
metabat1500.004_00021	gene	486				
metabat1500.004_00021	CDS	486				hypothetical protein
metabat1500.004_00022	gene	1662	ywrD			
metabat1500.004_00022	CDS	1662	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
metabat1500.004_00023	gene	615				
metabat1500.004_00023	CDS	615				hypothetical protein
metabat1500.004_00024	gene	135				
metabat1500.004_00024	CDS	135				hypothetical protein
metabat1500.004_00025	gene	879				
metabat1500.004_00025	CDS	879				hypothetical protein
metabat1500.004_00026	gene	690				
metabat1500.004_00026	CDS	690				putative protein
metabat1500.004_00027	gene	849				
metabat1500.004_00027	CDS	849				hypothetical protein
metabat1500.004_00028	gene	774				
metabat1500.004_00028	CDS	774			COG5285	putative protein
metabat1500.004_00029	gene	972				
metabat1500.004_00029	CDS	972				hypothetical protein
metabat1500.004_00030	gene	816	fcl_1			
metabat1500.004_00030	CDS	816	fcl_1	1.1.1.271		GDP-L-fucose synthase
metabat1500.004_00031	gene	726	tam_1			
metabat1500.004_00031	CDS	726	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
metabat1500.004_00032	gene	948	pimF			
metabat1500.004_00032	CDS	948	pimF	2.4.-.-	COG0463	Putative glycosyltransferases
metabat1500.004_00033	gene	795	COQ5_1			
metabat1500.004_00033	CDS	795	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
metabat1500.004_00034	gene	807				
metabat1500.004_00034	CDS	807				hypothetical protein
metabat1500.004_00035	gene	906				
metabat1500.004_00035	CDS	906				hypothetical protein
metabat1500.004_00036	gene	495				
metabat1500.004_00036	CDS	495				hypothetical protein
metabat1500.004_00037	gene	951	qmcA			
metabat1500.004_00037	CDS	951	qmcA		COG0330	Protein QmcA
metabat1500.004_00038	gene	429				
metabat1500.004_00038	CDS	429				hypothetical protein
metabat1500.004_00039	gene	1344				
metabat1500.004_00039	CDS	1344				hypothetical protein
metabat1500.004_00040	gene	1161				
metabat1500.004_00040	CDS	1161				hypothetical protein
metabat1500.004_00041	gene	1356	pcaK			
metabat1500.004_00041	CDS	1356	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
metabat1500.004_00042	gene	384				
metabat1500.004_00042	CDS	384				hypothetical protein
metabat1500.004_00043	gene	960				
metabat1500.004_00043	CDS	960		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
metabat1500.004_00044	gene	2328	mshA_1			
metabat1500.004_00044	CDS	2328	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
metabat1500.004_00045	gene	162				
metabat1500.004_00045	CDS	162				hypothetical protein
metabat1500.004_00046	gene	777				
metabat1500.004_00046	CDS	777				hypothetical protein
metabat1500.004_00047	gene	522				
metabat1500.004_00047	CDS	522				hypothetical protein
metabat1500.004_00048	gene	546				
metabat1500.004_00048	CDS	546				hypothetical protein
metabat1500.004_00049	gene	366				
metabat1500.004_00049	CDS	366				hypothetical protein
metabat1500.004_00050	gene	1806				
metabat1500.004_00050	CDS	1806				hypothetical protein
metabat1500.004_00051	gene	612	secD			
metabat1500.004_00051	CDS	612	secD			Protein translocase subunit SecD
metabat1500.004_00052	gene	1503	hcaD			
metabat1500.004_00052	CDS	1503	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
metabat1500.004_00053	gene	384				
metabat1500.004_00053	CDS	384				hypothetical protein
metabat1500.004_00054	gene	573				
metabat1500.004_00054	CDS	573				hypothetical protein
metabat1500.004_00055	gene	705				
metabat1500.004_00055	CDS	705				hypothetical protein
metabat1500.004_00056	gene	1371				
metabat1500.004_00056	CDS	1371				hypothetical protein
metabat1500.004_00057	gene	189				
metabat1500.004_00057	CDS	189				hypothetical protein
metabat1500.004_00058	gene	1977	swrC			
metabat1500.004_00058	CDS	1977	swrC		COG0841	Swarming motility protein SwrC
metabat1500.004_00059	gene	660				
metabat1500.004_00059	CDS	660				hypothetical protein
metabat1500.004_00060	gene	270				
metabat1500.004_00060	CDS	270				hypothetical protein
metabat1500.004_00061	gene	756				
metabat1500.004_00061	CDS	756				hypothetical protein
metabat1500.004_00062	gene	1347	ptlI			
metabat1500.004_00062	CDS	1347	ptlI	1.14.15.32	COG2124	Pentalenene oxygenase
metabat1500.004_00063	gene	636				
metabat1500.004_00063	CDS	636		1.11.1.15	COG0450	Peroxiredoxin
metabat1500.004_00064	gene	1671	ilvD			
metabat1500.004_00064	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
metabat1500.004_00065	gene	1020	ilvC			
metabat1500.004_00065	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
metabat1500.004_00066	gene	504	ilvH			
metabat1500.004_00066	CDS	504	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
metabat1500.004_00067	gene	1728	ilvB			
metabat1500.004_00067	CDS	1728	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
metabat1500.004_00068	gene	837				
metabat1500.004_00068	CDS	837				hypothetical protein
metabat1500.004_00069	gene	372				
metabat1500.004_00069	CDS	372				hypothetical protein
metabat1500.004_00070	gene	1626	arnT_1			
metabat1500.004_00070	CDS	1626	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
metabat1500.004_00071	gene	1749				
metabat1500.004_00071	CDS	1749				hypothetical protein
metabat1500.004_00072	gene	1383				
metabat1500.004_00072	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
metabat1500.004_00073	gene	810				
metabat1500.004_00073	CDS	810		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
metabat1500.004_00074	gene	786	ytnP			
metabat1500.004_00074	CDS	786	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
metabat1500.004_00075	gene	486	epi			
