locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.055_00001	gene	807				
metabat1500.055_00001	CDS	807				hypothetical protein
metabat1500.055_00002	gene	402				
metabat1500.055_00002	CDS	402				hypothetical protein
metabat1500.055_00003	gene	774	lptB_1			
metabat1500.055_00003	CDS	774	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
metabat1500.055_00004	gene	552	lptA			
metabat1500.055_00004	CDS	552	lptA			Lipopolysaccharide export system protein LptA
metabat1500.055_00005	gene	1185				
metabat1500.055_00005	CDS	1185				hypothetical protein
metabat1500.055_00006	gene	162				
metabat1500.055_00006	CDS	162				hypothetical protein
metabat1500.055_00007	gene	549				
metabat1500.055_00007	CDS	549				hypothetical protein
metabat1500.055_00008	gene	543				
metabat1500.055_00008	CDS	543				hypothetical protein
metabat1500.055_00009	gene	414				
metabat1500.055_00009	CDS	414				hypothetical protein
metabat1500.055_00010	gene	474				
metabat1500.055_00010	CDS	474				hypothetical protein
metabat1500.055_00011	gene	657				
metabat1500.055_00011	CDS	657				hypothetical protein
metabat1500.055_00012	gene	141				
metabat1500.055_00012	CDS	141				hypothetical protein
metabat1500.055_00013	gene	261				
metabat1500.055_00013	CDS	261				hypothetical protein
metabat1500.055_00014	gene	330				
metabat1500.055_00014	CDS	330				hypothetical protein
metabat1500.055_00015	gene	3549				
metabat1500.055_00015	CDS	3549				hypothetical protein
metabat1500.055_00016	gene	306				
metabat1500.055_00016	CDS	306				hypothetical protein
metabat1500.055_00017	gene	786				
metabat1500.055_00017	CDS	786				hypothetical protein
metabat1500.055_00018	gene	1020				
metabat1500.055_00018	CDS	1020				hypothetical protein
metabat1500.055_00019	gene	1011				
metabat1500.055_00019	CDS	1011				hypothetical protein
metabat1500.055_00020	gene	741	rmlA			
metabat1500.055_00020	CDS	741	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
metabat1500.055_00021	gene	993	rfbB			
metabat1500.055_00021	CDS	993	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
metabat1500.055_00022	gene	843				
metabat1500.055_00022	CDS	843				hypothetical protein
metabat1500.055_00023	gene	1806	ptsI			
metabat1500.055_00023	CDS	1806	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
metabat1500.055_00024	gene	2322				
metabat1500.055_00024	CDS	2322				hypothetical protein
metabat1500.055_00025	gene	231				
metabat1500.055_00025	CDS	231				hypothetical protein
metabat1500.055_00026	gene	246				
metabat1500.055_00026	CDS	246				hypothetical protein
metabat1500.055_00027	gene	429				
metabat1500.055_00027	CDS	429				hypothetical protein
metabat1500.055_00028	gene	3336	addB			
metabat1500.055_00028	CDS	3336	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
metabat1500.055_00029	gene	546				
metabat1500.055_00029	CDS	546				hypothetical protein
metabat1500.055_00030	gene	864				
metabat1500.055_00030	CDS	864				hypothetical protein
metabat1500.055_00031	gene	651				
metabat1500.055_00031	CDS	651				hypothetical protein
metabat1500.055_00032	gene	1182				
metabat1500.055_00032	CDS	1182				hypothetical protein
metabat1500.055_00033	gene	1365				
metabat1500.055_00033	CDS	1365				hypothetical protein
metabat1500.055_00034	gene	1476	rimO			
metabat1500.055_00034	CDS	1476	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
metabat1500.055_00035	gene	1587				
metabat1500.055_00035	CDS	1587				hypothetical protein
metabat1500.055_00036	gene	3765				
metabat1500.055_00036	CDS	3765				hypothetical protein
metabat1500.055_00037	gene	849				
metabat1500.055_00037	CDS	849				hypothetical protein
metabat1500.055_00038	gene	1812	pal_1			
metabat1500.055_00038	CDS	1812	pal_1			Peptidoglycan-associated lipoprotein
metabat1500.055_00039	gene	843				
metabat1500.055_00039	CDS	843				hypothetical protein
metabat1500.055_00040	gene	267	crh			
metabat1500.055_00040	CDS	267	crh		COG1925	HPr-like protein Crh
metabat1500.055_00041	gene	930	sdsA_1			
metabat1500.055_00041	CDS	930	sdsA_1	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
metabat1500.055_00042	gene	558				
metabat1500.055_00042	CDS	558				hypothetical protein
metabat1500.055_00043	gene	1074	fni			
metabat1500.055_00043	CDS	1074	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
metabat1500.055_00044	gene	594				
metabat1500.055_00044	CDS	594				hypothetical protein
metabat1500.055_00045	gene	2055	dsbD_1			
metabat1500.055_00045	CDS	2055	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
metabat1500.055_00046	gene	990				
metabat1500.055_00046	CDS	990		5.1.3.2	COG1088	UDP-glucose 4-epimerase
metabat1500.055_00047	gene	855				
metabat1500.055_00047	CDS	855				hypothetical protein
metabat1500.055_00048	gene	1785	yitJ			
metabat1500.055_00048	CDS	1785	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
metabat1500.055_00049	gene	741	pgk/tpi			
metabat1500.055_00049	CDS	741	pgk/tpi		COG0126	Bifunctional PGK/TIM
metabat1500.055_00050	gene	1470	gatB			
metabat1500.055_00050	CDS	1470	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
metabat1500.055_00051	gene	981				
metabat1500.055_00051	CDS	981				hypothetical protein
metabat1500.055_00052	gene	468				
metabat1500.055_00052	CDS	468				hypothetical protein
metabat1500.055_00053	gene	510				
metabat1500.055_00053	CDS	510				hypothetical protein
metabat1500.055_00054	gene	663				
metabat1500.055_00054	CDS	663				hypothetical protein
metabat1500.055_00055	gene	669				
metabat1500.055_00055	CDS	669				hypothetical protein
metabat1500.055_00056	gene	363				
metabat1500.055_00056	CDS	363				hypothetical protein
metabat1500.055_00057	gene	678				
metabat1500.055_00057	CDS	678				hypothetical protein
metabat1500.055_00058	gene	684				
metabat1500.055_00058	CDS	684				hypothetical protein
metabat1500.055_00059	gene	1071	yeaW			
metabat1500.055_00059	CDS	1071	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
metabat1500.055_00060	gene	1125	resA_1			
