locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.107_00001	gene	957				
metabat2500.107_00001	CDS	957				hypothetical protein
metabat2500.107_00002	gene	522				
metabat2500.107_00002	CDS	522				hypothetical protein
metabat2500.107_00003	gene	231				
metabat2500.107_00003	CDS	231				hypothetical protein
metabat2500.107_00004	gene	3978				
metabat2500.107_00004	CDS	3978				hypothetical protein
metabat2500.107_00005	gene	1083				
metabat2500.107_00005	CDS	1083				hypothetical protein
metabat2500.107_00006	gene	708				
metabat2500.107_00006	CDS	708				hypothetical protein
metabat2500.107_00007	gene	894				
metabat2500.107_00007	CDS	894				hypothetical protein
metabat2500.107_00008	gene	513				
metabat2500.107_00008	CDS	513				hypothetical protein
metabat2500.107_00009	gene	561				
metabat2500.107_00009	CDS	561				hypothetical protein
metabat2500.107_00010	gene	144				
metabat2500.107_00010	CDS	144				hypothetical protein
metabat2500.107_00011	gene	387				
metabat2500.107_00011	CDS	387				hypothetical protein
metabat2500.107_00012	gene	135				
metabat2500.107_00012	CDS	135				hypothetical protein
metabat2500.107_00013	gene	417				
metabat2500.107_00013	CDS	417				hypothetical protein
metabat2500.107_00014	gene	402				
metabat2500.107_00014	CDS	402				hypothetical protein
metabat2500.107_00015	gene	315				
metabat2500.107_00015	CDS	315				hypothetical protein
metabat2500.107_00016	gene	582				
metabat2500.107_00016	CDS	582				hypothetical protein
metabat2500.107_00017	gene	273				
metabat2500.107_00017	CDS	273				hypothetical protein
metabat2500.107_00018	gene	1188				
metabat2500.107_00018	CDS	1188				hypothetical protein
metabat2500.107_00019	gene	210				
metabat2500.107_00019	CDS	210				hypothetical protein
metabat2500.107_00020	gene	303				
metabat2500.107_00020	CDS	303				hypothetical protein
metabat2500.107_00021	gene	204				
metabat2500.107_00021	CDS	204				hypothetical protein
metabat2500.107_00022	gene	249				
metabat2500.107_00022	CDS	249				hypothetical protein
metabat2500.107_00023	gene	1047	argP			
metabat2500.107_00023	CDS	1047	argP			HTH-type transcriptional regulator ArgP
metabat2500.107_00024	gene	633				
metabat2500.107_00024	CDS	633				hypothetical protein
metabat2500.107_00025	gene	147				
metabat2500.107_00025	CDS	147				hypothetical protein
metabat2500.107_00026	gene	315				
metabat2500.107_00026	CDS	315				hypothetical protein
metabat2500.107_00027	gene	279	higB_1			
metabat2500.107_00027	CDS	279	higB_1	3.1.-.-		Endoribonuclease HigB
metabat2500.107_00028	gene	1587				
metabat2500.107_00028	CDS	1587				hypothetical protein
metabat2500.107_00029	gene	396	tauD_1			
metabat2500.107_00029	CDS	396	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
metabat2500.107_00030	gene	1200				
metabat2500.107_00030	CDS	1200				hypothetical protein
metabat2500.107_00031	gene	1983	gyrB_1			
metabat2500.107_00031	CDS	1983	gyrB_1	5.6.2.2		DNA gyrase subunit B
metabat2500.107_00032	gene	1452	rcsC_1			
metabat2500.107_00032	CDS	1452	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.107_00033	gene	693				
metabat2500.107_00033	CDS	693				hypothetical protein
metabat2500.107_00034	gene	1644				
metabat2500.107_00034	CDS	1644				hypothetical protein
metabat2500.107_00035	gene	993				
metabat2500.107_00035	CDS	993				hypothetical protein
metabat2500.107_00036	gene	1692				
metabat2500.107_00036	CDS	1692				hypothetical protein
metabat2500.107_00037	gene	1797				
metabat2500.107_00037	CDS	1797				hypothetical protein
metabat2500.107_00038	gene	675				
metabat2500.107_00038	CDS	675				hypothetical protein
