locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.160_00001	gene	1074				
metabat2500.160_00001	CDS	1074				hypothetical protein
metabat2500.160_00002	gene	1890				
metabat2500.160_00002	CDS	1890				hypothetical protein
metabat2500.160_00003	gene	1050				
metabat2500.160_00003	CDS	1050				hypothetical protein
metabat2500.160_00004	gene	354				
metabat2500.160_00004	CDS	354				hypothetical protein
metabat2500.160_00005	gene	1101				
metabat2500.160_00005	CDS	1101				hypothetical protein
metabat2500.160_00006	gene	948	adhA			
metabat2500.160_00006	CDS	948	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
metabat2500.160_00007	gene	396				
metabat2500.160_00007	CDS	396				hypothetical protein
metabat2500.160_00008	gene	411				
metabat2500.160_00008	CDS	411				hypothetical protein
metabat2500.160_00009	gene	681	tcrA			
metabat2500.160_00009	CDS	681	tcrA		COG0745	Transcriptional regulatory protein TcrA
metabat2500.160_00010	gene	1374	sasA_1			
metabat2500.160_00010	CDS	1374	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.160_00011	gene	717				
metabat2500.160_00011	CDS	717				hypothetical protein
metabat2500.160_00012	gene	3099	czcA_1			
metabat2500.160_00012	CDS	3099	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
metabat2500.160_00013	gene	711				
metabat2500.160_00013	CDS	711				hypothetical protein
metabat2500.160_00014	gene	3120	czcA_2			
metabat2500.160_00014	CDS	3120	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
metabat2500.160_00015	gene	804				
metabat2500.160_00015	CDS	804				hypothetical protein
metabat2500.160_00016	gene	885				
metabat2500.160_00016	CDS	885				hypothetical protein
metabat2500.160_00017	gene	456				
metabat2500.160_00017	CDS	456				hypothetical protein
metabat2500.160_00018	gene	396				
metabat2500.160_00018	CDS	396				hypothetical protein
metabat2500.160_00019	gene	465				
metabat2500.160_00019	CDS	465				hypothetical protein
metabat2500.160_00020	gene	75				
metabat2500.160_00020	tRNA	75				tRNA-Ala(cgc)
metabat2500.160_00021	gene	327				
metabat2500.160_00021	CDS	327				hypothetical protein
metabat2500.160_00022	gene	450				
metabat2500.160_00022	CDS	450				hypothetical protein
metabat2500.160_00023	gene	351				
metabat2500.160_00023	CDS	351				hypothetical protein
metabat2500.160_00024	gene	561	yyaP_1			
metabat2500.160_00024	CDS	561	yyaP_1		COG0262	putative protein YyaP
metabat2500.160_00025	gene	654	rutB_1			
metabat2500.160_00025	CDS	654	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
metabat2500.160_00026	gene	1452				
metabat2500.160_00026	CDS	1452				hypothetical protein
metabat2500.160_00027	gene	186				
metabat2500.160_00027	CDS	186				hypothetical protein
metabat2500.160_00028	gene	3036				
metabat2500.160_00028	CDS	3036				hypothetical protein
metabat2500.160_00029	gene	552				
metabat2500.160_00029	CDS	552				hypothetical protein
metabat2500.160_00030	gene	954				
metabat2500.160_00030	CDS	954				hypothetical protein
metabat2500.160_00031	gene	414				
metabat2500.160_00031	CDS	414				hypothetical protein
metabat2500.160_00032	gene	285				
metabat2500.160_00032	CDS	285				hypothetical protein
metabat2500.160_00033	gene	2073				
metabat2500.160_00033	CDS	2073				hypothetical protein
metabat2500.160_00034	gene	840				
metabat2500.160_00034	CDS	840				hypothetical protein
metabat2500.160_00035	gene	294				
metabat2500.160_00035	CDS	294				hypothetical protein
metabat2500.160_00036	gene	831	yodJ			
metabat2500.160_00036	CDS	831	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
metabat2500.160_00037	gene	768				
metabat2500.160_00037	CDS	768				hypothetical protein
metabat2500.160_00038	gene	609	shbA			
metabat2500.160_00038	CDS	609	shbA			ECF RNA polymerase sigma factor ShbA
metabat2500.160_00039	gene	390				
metabat2500.160_00039	CDS	390				hypothetical protein
metabat2500.160_00040	gene	513	slyA_1			
metabat2500.160_00040	CDS	513	slyA_1			Transcriptional regulator SlyA
metabat2500.160_00041	gene	1464	efpA_1			
metabat2500.160_00041	CDS	1464	efpA_1			putative MFS-type transporter EfpA
metabat2500.160_00042	gene	228				
metabat2500.160_00042	CDS	228				hypothetical protein
metabat2500.160_00043	gene	828	fabG_1			
metabat2500.160_00043	CDS	828	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
metabat2500.160_00044	gene	207	cspE			
metabat2500.160_00044	CDS	207	cspE			Cold shock-like protein CspE
metabat2500.160_00045	gene	291				
metabat2500.160_00045	CDS	291				hypothetical protein
metabat2500.160_00046	gene	237				
metabat2500.160_00046	CDS	237				hypothetical protein
metabat2500.160_00047	gene	936	fadM			
metabat2500.160_00047	CDS	936	fadM	1.5.5.2		Proline dehydrogenase 1
metabat2500.160_00048	gene	210				
metabat2500.160_00048	CDS	210				hypothetical protein
metabat2500.160_00049	gene	1074				
metabat2500.160_00049	CDS	1074		3.2.1.52		Beta-hexosaminidase A
metabat2500.160_00050	gene	510				
metabat2500.160_00050	CDS	510		3.1.3.-	COG2062	putative protein
metabat2500.160_00051	gene	729	fabG_2			
metabat2500.160_00051	CDS	729	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
metabat2500.160_00052	gene	297				
metabat2500.160_00052	CDS	297				hypothetical protein
metabat2500.160_00053	gene	1110				
metabat2500.160_00053	CDS	1110				hypothetical protein
metabat2500.160_00054	gene	1059				
metabat2500.160_00054	CDS	1059				hypothetical protein
metabat2500.160_00055	gene	774	yohF			
metabat2500.160_00055	CDS	774	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
metabat2500.160_00056	gene	1758				
metabat2500.160_00056	CDS	1758			COG1132	putative ABC transporter ATP-binding protein
metabat2500.160_00057	gene	1797				
metabat2500.160_00057	CDS	1797			COG1132	putative ABC transporter ATP-binding protein
metabat2500.160_00058	gene	483				
metabat2500.160_00058	CDS	483				hypothetical protein
metabat2500.160_00059	gene	1062	ykfC			
metabat2500.160_00059	CDS	1062	ykfC	3.4.14.13		Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
metabat2500.160_00060	gene	621				
metabat2500.160_00060	CDS	621				hypothetical protein
metabat2500.160_00061	gene	1428				
metabat2500.160_00061	CDS	1428				hypothetical protein
metabat2500.160_00062	gene	1257				
metabat2500.160_00062	CDS	1257				hypothetical protein
metabat2500.160_00063	gene	210				
metabat2500.160_00063	CDS	210				hypothetical protein
metabat2500.160_00064	gene	168				
metabat2500.160_00064	CDS	168				hypothetical protein
metabat2500.160_00065	gene	429	rplP			
metabat2500.160_00065	CDS	429	rplP		COG0197	50S ribosomal protein L16
metabat2500.160_00066	gene	213	rpmC			
metabat2500.160_00066	CDS	213	rpmC			50S ribosomal protein L29
metabat2500.160_00067	gene	285	rpsQ			
metabat2500.160_00067	CDS	285	rpsQ		COG0186	30S ribosomal protein S17
metabat2500.160_00068	gene	369	rplN			
metabat2500.160_00068	CDS	369	rplN		COG0093	50S ribosomal protein L14
metabat2500.160_00069	gene	360	rplX			
metabat2500.160_00069	CDS	360	rplX			50S ribosomal protein L24
