locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.105_00001	gene	633				
metabat2500.105_00001	CDS	633				hypothetical protein
metabat2500.105_00002	gene	4977	yfhM			
metabat2500.105_00002	CDS	4977	yfhM		COG2373	Alpha-2-macroglobulin
metabat2500.105_00003	gene	804				
metabat2500.105_00003	CDS	804				hypothetical protein
metabat2500.105_00004	gene	2229	pknD_1			
metabat2500.105_00004	CDS	2229	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
metabat2500.105_00005	gene	180				
metabat2500.105_00005	CDS	180				hypothetical protein
metabat2500.105_00006	gene	1290	ttuB_1			
metabat2500.105_00006	CDS	1290	ttuB_1			Putative tartrate transporter
metabat2500.105_00007	gene	864				
metabat2500.105_00007	CDS	864				hypothetical protein
metabat2500.105_00008	gene	633				
metabat2500.105_00008	CDS	633				hypothetical protein
metabat2500.105_00009	gene	1272	yjhB			
metabat2500.105_00009	CDS	1272	yjhB			Putative metabolite transport protein YjhB
metabat2500.105_00010	gene	855				
metabat2500.105_00010	CDS	855				hypothetical protein
metabat2500.105_00011	gene	1344				
metabat2500.105_00011	CDS	1344				hypothetical protein
metabat2500.105_00012	gene	1347				
metabat2500.105_00012	CDS	1347				hypothetical protein
metabat2500.105_00013	gene	1413	iolG_1			
metabat2500.105_00013	CDS	1413	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
metabat2500.105_00014	gene	1461	iolG_2			
metabat2500.105_00014	CDS	1461	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
metabat2500.105_00015	gene	1434	iolG_3			
metabat2500.105_00015	CDS	1434	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
metabat2500.105_00016	gene	1419	iolG_4			
metabat2500.105_00016	CDS	1419	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
metabat2500.105_00017	gene	1152				
metabat2500.105_00017	CDS	1152				hypothetical protein
metabat2500.105_00018	gene	759				
metabat2500.105_00018	CDS	759				hypothetical protein
metabat2500.105_00019	gene	2766	tolB_1			
metabat2500.105_00019	CDS	2766	tolB_1			Tol-Pal system protein TolB
metabat2500.105_00020	gene	879	garR_1			
