locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.100_00001	gene	633				
metabat2500.100_00001	CDS	633				hypothetical protein
metabat2500.100_00002	gene	1743	polX			
metabat2500.100_00002	CDS	1743	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
metabat2500.100_00003	gene	1053				
metabat2500.100_00003	CDS	1053		2.3.1.246		3,5-dihydroxyphenylacetyl-CoA synthase
metabat2500.100_00004	gene	945	dusB			
metabat2500.100_00004	CDS	945	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
metabat2500.100_00005	gene	285				
metabat2500.100_00005	CDS	285				hypothetical protein
metabat2500.100_00006	gene	735	glyQS			
metabat2500.100_00006	CDS	735	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
metabat2500.100_00007	gene	672	pal_1			
metabat2500.100_00007	CDS	672	pal_1			Peptidoglycan-associated lipoprotein
metabat2500.100_00008	gene	1173				
metabat2500.100_00008	CDS	1173				hypothetical protein
metabat2500.100_00009	gene	741	zupT			
metabat2500.100_00009	CDS	741	zupT			Zinc transporter ZupT
metabat2500.100_00010	gene	939				
metabat2500.100_00010	CDS	939				hypothetical protein
metabat2500.100_00011	gene	279				
metabat2500.100_00011	CDS	279				hypothetical protein
metabat2500.100_00012	gene	369	atoC_1			
metabat2500.100_00012	CDS	369	atoC_1		COG2204	Regulatory protein AtoC
metabat2500.100_00013	gene	1404				
metabat2500.100_00013	CDS	1404				hypothetical protein
metabat2500.100_00014	gene	1197				
metabat2500.100_00014	CDS	1197				hypothetical protein
metabat2500.100_00015	gene	609				
metabat2500.100_00015	CDS	609				hypothetical protein
metabat2500.100_00016	gene	303				
metabat2500.100_00016	CDS	303				hypothetical protein
metabat2500.100_00017	gene	1371	atoC_2			
metabat2500.100_00017	CDS	1371	atoC_2		COG2204	Regulatory protein AtoC
metabat2500.100_00018	gene	2871				
metabat2500.100_00018	CDS	2871				hypothetical protein
metabat2500.100_00019	gene	657	nreC_1			
metabat2500.100_00019	CDS	657	nreC_1		COG2197	Oxygen regulatory protein NreC
metabat2500.100_00020	gene	3756				
metabat2500.100_00020	CDS	3756				hypothetical protein
metabat2500.100_00021	gene	4614				
metabat2500.100_00021	CDS	4614				hypothetical protein
metabat2500.100_00022	gene	438				
metabat2500.100_00022	CDS	438				hypothetical protein
metabat2500.100_00023	gene	3885				
metabat2500.100_00023	CDS	3885				hypothetical protein
metabat2500.100_00024	gene	219				
metabat2500.100_00024	CDS	219				hypothetical protein
metabat2500.100_00025	gene	1932	tolB_1			
metabat2500.100_00025	CDS	1932	tolB_1			Tol-Pal system protein TolB
metabat2500.100_00026	gene	657				
metabat2500.100_00026	CDS	657				hypothetical protein
metabat2500.100_00027	gene	516				
metabat2500.100_00027	CDS	516				hypothetical protein
metabat2500.100_00028	gene	540				
metabat2500.100_00028	CDS	540				hypothetical protein
metabat2500.100_00029	gene	597	rluE			
metabat2500.100_00029	CDS	597	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
metabat2500.100_00030	gene	192				
metabat2500.100_00030	CDS	192				hypothetical protein
metabat2500.100_00031	gene	150				
metabat2500.100_00031	CDS	150				hypothetical protein
metabat2500.100_00032	gene	147				
metabat2500.100_00032	CDS	147				hypothetical protein
metabat2500.100_00033	gene	1080	rfaF			
metabat2500.100_00033	CDS	1080	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
metabat2500.100_00034	gene	444				
metabat2500.100_00034	CDS	444				hypothetical protein
metabat2500.100_00035	gene	1275	waaA			
metabat2500.100_00035	CDS	1275	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
metabat2500.100_00036	gene	225				
metabat2500.100_00036	CDS	225				hypothetical protein
metabat2500.100_00037	gene	252				
metabat2500.100_00037	CDS	252				hypothetical protein
metabat2500.100_00038	gene	1038	pbpE_1			
metabat2500.100_00038	CDS	1038	pbpE_1		COG1680	Penicillin-binding protein 4*
metabat2500.100_00039	gene	2310	pbpC			
metabat2500.100_00039	CDS	2310	pbpC		COG4953	Penicillin-binding protein 1C
metabat2500.100_00040	gene	324	trxA			
metabat2500.100_00040	CDS	324	trxA			Thioredoxin 1
metabat2500.100_00041	gene	3471	dnaE			
metabat2500.100_00041	CDS	3471	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
metabat2500.100_00042	gene	3411				
metabat2500.100_00042	CDS	3411				hypothetical protein
metabat2500.100_00043	gene	1161				
metabat2500.100_00043	CDS	1161				hypothetical protein
metabat2500.100_00044	gene	1707	proS			
metabat2500.100_00044	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
metabat2500.100_00045	gene	76				
metabat2500.100_00045	tRNA	76				tRNA-Arg(cct)
metabat2500.100_00046	gene	345				
metabat2500.100_00046	CDS	345				hypothetical protein
metabat2500.100_00047	gene	96				
metabat2500.100_00047	CDS	96				hypothetical protein
metabat2500.100_00048	gene	3024				
metabat2500.100_00048	CDS	3024				hypothetical protein
metabat2500.100_00049	gene	588	nadD			
metabat2500.100_00049	CDS	588	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
metabat2500.100_00050	gene	726				
metabat2500.100_00050	CDS	726				hypothetical protein
metabat2500.100_00051	gene	1008				
metabat2500.100_00051	CDS	1008				hypothetical protein
metabat2500.100_00052	gene	930	wbbL			
metabat2500.100_00052	CDS	930	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
metabat2500.100_00053	gene	1320				
metabat2500.100_00053	CDS	1320				hypothetical protein
metabat2500.100_00054	gene	159				
metabat2500.100_00054	CDS	159				hypothetical protein
metabat2500.100_00055	gene	816	bepA_1			
metabat2500.100_00055	CDS	816	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
metabat2500.100_00056	gene	729	truA_1			
metabat2500.100_00056	CDS	729	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
metabat2500.100_00057	gene	777				
metabat2500.100_00057	CDS	777				hypothetical protein
metabat2500.100_00058	gene	1416	mtaB			
metabat2500.100_00058	CDS	1416	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
metabat2500.100_00059	gene	1830	rpsA			
metabat2500.100_00059	CDS	1830	rpsA		COG0539	30S ribosomal protein S1
metabat2500.100_00060	gene	903	ispH			
metabat2500.100_00060	CDS	903	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
metabat2500.100_00061	gene	672	cmk			
metabat2500.100_00061	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
metabat2500.100_00062	gene	543	trmH_1			
metabat2500.100_00062	CDS	543	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
metabat2500.100_00063	gene	4503	rcsC_1			
metabat2500.100_00063	CDS	4503	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.100_00064	gene	666				
metabat2500.100_00064	CDS	666				hypothetical protein
metabat2500.100_00065	gene	462	yrrK			
metabat2500.100_00065	CDS	462	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
metabat2500.100_00066	gene	342	ihfB_1			
metabat2500.100_00066	CDS	342	ihfB_1			Integration host factor subunit beta
metabat2500.100_00067	gene	2184	relA			
metabat2500.100_00067	CDS	2184	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
metabat2500.100_00068	gene	630	upp			
metabat2500.100_00068	CDS	630	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
metabat2500.100_00069	gene	1371	cdr_1			
metabat2500.100_00069	CDS	1371	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
metabat2500.100_00070	gene	1311	der			
metabat2500.100_00070	CDS	1311	der		COG1160	GTPase Der
metabat2500.100_00071	gene	222				
metabat2500.100_00071	CDS	222				hypothetical protein
metabat2500.100_00072	gene	804	bamD			
metabat2500.100_00072	CDS	804	bamD			Outer membrane protein assembly factor BamD
metabat2500.100_00073	gene	618				
metabat2500.100_00073	CDS	618				hypothetical protein
metabat2500.100_00074	gene	1299	gdhA			
metabat2500.100_00074	CDS	1299	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
metabat2500.100_00075	gene	852	htpX_1			
metabat2500.100_00075	CDS	852	htpX_1	3.4.24.-	COG0501	Protease HtpX 
metabat2500.100_00076	gene	648				
metabat2500.100_00076	CDS	648				hypothetical protein
metabat2500.100_00077	gene	1974	acsA			
metabat2500.100_00077	CDS	1974	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
metabat2500.100_00078	gene	2772	acnA			
metabat2500.100_00078	CDS	2772	acnA	4.2.1.3	COG1048	Aconitate hydratase A
metabat2500.100_00079	gene	399	msrB			
metabat2500.100_00079	CDS	399	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
metabat2500.100_00080	gene	954	nadA			
metabat2500.100_00080	CDS	954	nadA	2.5.1.72	COG0379	Quinolinate synthase A
metabat2500.100_00081	gene	1026	rfaQ_1			
metabat2500.100_00081	CDS	1026	rfaQ_1	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
metabat2500.100_00082	gene	198				
metabat2500.100_00082	CDS	198				hypothetical protein
metabat2500.100_00083	gene	678	dgk			
metabat2500.100_00083	CDS	678	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
metabat2500.100_00084	gene	513	sulD			
metabat2500.100_00084	CDS	513	sulD		COG0801	Bifunctional folate synthesis protein
metabat2500.100_00085	gene	372	folB			
metabat2500.100_00085	CDS	372	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
metabat2500.100_00086	gene	1707	glnS			
metabat2500.100_00086	CDS	1707	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
metabat2500.100_00087	gene	1464	gltX			
metabat2500.100_00087	CDS	1464	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
metabat2500.100_00088	gene	93				
metabat2500.100_00088	tRNA	93				tRNA-Ser(gct)
metabat2500.100_00089	gene	594				
metabat2500.100_00089	CDS	594				hypothetical protein
metabat2500.100_00090	gene	1122				
metabat2500.100_00090	CDS	1122				hypothetical protein
metabat2500.100_00091	gene	1203				
metabat2500.100_00091	CDS	1203				hypothetical protein
metabat2500.100_00092	gene	1026				
metabat2500.100_00092	CDS	1026				hypothetical protein
metabat2500.100_00093	gene	2901	btuB_1			
metabat2500.100_00093	CDS	2901	btuB_1			Vitamin B12 transporter BtuB
metabat2500.100_00094	gene	2613	hcf136_1			
metabat2500.100_00094	CDS	2613	hcf136_1			Ycf48-like protein
metabat2500.100_00095	gene	2193				
metabat2500.100_00095	CDS	2193				hypothetical protein
metabat2500.100_00096	gene	88				
metabat2500.100_00096	tRNA	88				tRNA-Ser(gga)
metabat2500.100_00097	gene	1287				
metabat2500.100_00097	CDS	1287				hypothetical protein
metabat2500.100_00098	gene	756				
metabat2500.100_00098	CDS	756				hypothetical protein
metabat2500.100_00099	gene	2310				
metabat2500.100_00099	CDS	2310				hypothetical protein
metabat2500.100_00100	gene	408	scpA_1			
metabat2500.100_00100	CDS	408	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
metabat2500.100_00101	gene	594	maf			
metabat2500.100_00101	CDS	594	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
metabat2500.100_00102	gene	405				
metabat2500.100_00102	CDS	405				hypothetical protein
metabat2500.100_00103	gene	85				
metabat2500.100_00103	tRNA	85				tRNA-Leu(gag)
metabat2500.100_00104	gene	74				
metabat2500.100_00104	tRNA	74				tRNA-Lys(ttt)
metabat2500.100_00105	gene	1011	iaaA_1			
metabat2500.100_00105	CDS	1011	iaaA_1	3.4.19.5	COG1446	Isoaspartyl peptidase
metabat2500.100_00106	gene	1329	aatB			
metabat2500.100_00106	CDS	1329	aatB	2.6.1.1		Aspartate aminotransferase
metabat2500.100_00107	gene	756				
metabat2500.100_00107	CDS	756				hypothetical protein
metabat2500.100_00108	gene	1815	mutL			
metabat2500.100_00108	CDS	1815	mutL		COG0323	DNA mismatch repair protein MutL
metabat2500.100_00109	gene	1017				
metabat2500.100_00109	CDS	1017		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
metabat2500.100_00110	gene	945	ftsY			
metabat2500.100_00110	CDS	945	ftsY		COG0552	Signal recognition particle receptor FtsY
metabat2500.100_00111	gene	540	pgsA_1			
metabat2500.100_00111	CDS	540	pgsA_1	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
metabat2500.100_00112	gene	1509	purF			
metabat2500.100_00112	CDS	1509	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
metabat2500.100_00113	gene	1605	nadB			
metabat2500.100_00113	CDS	1605	nadB	1.4.3.16	COG0029	L-aspartate oxidase
metabat2500.100_00114	gene	639	coaE			
metabat2500.100_00114	CDS	639	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
metabat2500.100_00115	gene	1569	rny			
metabat2500.100_00115	CDS	1569	rny	3.1.-.-	COG1418	Ribonuclease Y
metabat2500.100_00116	gene	297	zapA			
metabat2500.100_00116	CDS	297	zapA			Cell division protein ZapA
metabat2500.100_00117	gene	348				
metabat2500.100_00117	CDS	348				hypothetical protein
metabat2500.100_00118	gene	2430	pheT			
metabat2500.100_00118	CDS	2430	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
metabat2500.100_00119	gene	1011	pheS			
metabat2500.100_00119	CDS	1011	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
metabat2500.100_00120	gene	348	rplT			
metabat2500.100_00120	CDS	348	rplT		COG0292	50S ribosomal protein L20
metabat2500.100_00121	gene	195	rpmI			
metabat2500.100_00121	CDS	195	rpmI		COG0291	50S ribosomal protein L35
metabat2500.100_00122	gene	570	infC			
metabat2500.100_00122	CDS	570	infC			Translation initiation factor IF-3
metabat2500.100_00123	gene	1920	thrZ			
metabat2500.100_00123	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
metabat2500.100_00124	gene	75				
metabat2500.100_00124	tRNA	75				tRNA-Val(gac)
metabat2500.100_00125	gene	87				
metabat2500.100_00125	tRNA	87				tRNA-Leu(taa)
metabat2500.100_00126	gene	73				
metabat2500.100_00126	tRNA	73				tRNA-Cys(gca)
metabat2500.100_00127	gene	74				
metabat2500.100_00127	tRNA	74				tRNA-Gly(gcc)
metabat2500.100_00128	gene	513				
metabat2500.100_00128	CDS	513				hypothetical protein
metabat2500.100_00129	gene	489	greA			
metabat2500.100_00129	CDS	489	greA		COG0782	Transcription elongation factor GreA
metabat2500.100_00130	gene	1227	ribBA			
metabat2500.100_00130	CDS	1227	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
metabat2500.100_00131	gene	339	yajC			
metabat2500.100_00131	CDS	339	yajC		COG1862	Sec translocon accessory complex subunit YajC
metabat2500.100_00132	gene	1146	tgt			
metabat2500.100_00132	CDS	1146	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
metabat2500.100_00133	gene	396				
metabat2500.100_00133	CDS	396				hypothetical protein
metabat2500.100_00134	gene	1572	nnr			
metabat2500.100_00134	CDS	1572	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
metabat2500.100_00135	gene	1410	ndhB_1			
metabat2500.100_00135	CDS	1410	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
metabat2500.100_00136	gene	528				
metabat2500.100_00136	CDS	528				hypothetical protein
metabat2500.100_00137	gene	1188				
metabat2500.100_00137	CDS	1188				hypothetical protein
metabat2500.100_00138	gene	297				
metabat2500.100_00138	CDS	297				hypothetical protein
metabat2500.100_00139	gene	1830				
metabat2500.100_00139	CDS	1830			COG1132	putative ABC transporter ATP-binding protein
metabat2500.100_00140	gene	249				
metabat2500.100_00140	CDS	249				hypothetical protein
metabat2500.100_00141	gene	1299				
metabat2500.100_00141	CDS	1299				hypothetical protein
metabat2500.100_00142	gene	1551	nuoM_1			
metabat2500.100_00142	CDS	1551	nuoM_1	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
metabat2500.100_00143	gene	864				
metabat2500.100_00143	CDS	864				hypothetical protein
metabat2500.100_00144	gene	1968	nuoL_1			
metabat2500.100_00144	CDS	1968	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
metabat2500.100_00145	gene	309	nuoK_1			
metabat2500.100_00145	CDS	309	nuoK_1	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
metabat2500.100_00146	gene	516	nuoJ			
metabat2500.100_00146	CDS	516	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
metabat2500.100_00147	gene	1242	yhaP			
metabat2500.100_00147	CDS	1242	yhaP		COG1668	putative protein YhaP
metabat2500.100_00148	gene	927	lnrL_1			
metabat2500.100_00148	CDS	927	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
metabat2500.100_00149	gene	1296	asnS			
metabat2500.100_00149	CDS	1296	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
metabat2500.100_00150	gene	852	nadE_1			
metabat2500.100_00150	CDS	852	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
metabat2500.100_00151	gene	675	rssB_1			
metabat2500.100_00151	CDS	675	rssB_1			Regulator of RpoS
metabat2500.100_00152	gene	5607	sasA_1			
metabat2500.100_00152	CDS	5607	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.100_00153	gene	1002				
metabat2500.100_00153	CDS	1002				hypothetical protein
metabat2500.100_00154	gene	2265				
metabat2500.100_00154	CDS	2265				hypothetical protein
metabat2500.100_00155	gene	5913				
metabat2500.100_00155	CDS	5913				hypothetical protein
metabat2500.100_00156	gene	1884	pepF1			
metabat2500.100_00156	CDS	1884	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
