locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.019_00001	gene	453	apbE_1			
metabat2500.019_00001	CDS	453	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
metabat2500.019_00002	gene	1914				
metabat2500.019_00002	CDS	1914				hypothetical protein
metabat2500.019_00003	gene	1461				
metabat2500.019_00003	CDS	1461				hypothetical protein
metabat2500.019_00004	gene	483				
metabat2500.019_00004	CDS	483				hypothetical protein
metabat2500.019_00005	gene	816				
metabat2500.019_00005	CDS	816				hypothetical protein
metabat2500.019_00006	gene	312				
metabat2500.019_00006	CDS	312				hypothetical protein
metabat2500.019_00007	gene	91				
metabat2500.019_00007	tRNA	91				tRNA-Ser(gct)
metabat2500.019_00008	gene	228				
metabat2500.019_00008	CDS	228				hypothetical protein
metabat2500.019_00009	gene	393				
metabat2500.019_00009	CDS	393				hypothetical protein
metabat2500.019_00010	gene	1428				
metabat2500.019_00010	CDS	1428		1.14.-.-		Putative cytochrome P450 137
metabat2500.019_00011	gene	633	purQ			
metabat2500.019_00011	CDS	633	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
metabat2500.019_00012	gene	237	purS			
metabat2500.019_00012	CDS	237	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
metabat2500.019_00013	gene	849	purC			
metabat2500.019_00013	CDS	849	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
metabat2500.019_00014	gene	1332				
metabat2500.019_00014	CDS	1332		1.14.-.-	COG2124	Putative cytochrome P450 135B1
metabat2500.019_00015	gene	303				
metabat2500.019_00015	CDS	303				hypothetical protein
metabat2500.019_00016	gene	1437	aofH			
metabat2500.019_00016	CDS	1437	aofH	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
metabat2500.019_00017	gene	183				
metabat2500.019_00017	CDS	183				hypothetical protein
metabat2500.019_00018	gene	231	vapC5_1			
metabat2500.019_00018	CDS	231	vapC5_1	3.1.-.-	COG1487	Ribonuclease VapC5
metabat2500.019_00019	gene	1287	purB			
metabat2500.019_00019	CDS	1287	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
metabat2500.019_00020	gene	513	purE			
metabat2500.019_00020	CDS	513	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
metabat2500.019_00021	gene	1230	purD			
metabat2500.019_00021	CDS	1230	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
metabat2500.019_00022	gene	282				
metabat2500.019_00022	CDS	282			COG4274	Glutamine synthetase and cystathionine beta-lyase binding protein
metabat2500.019_00023	gene	1605				
metabat2500.019_00023	CDS	1605				hypothetical protein
metabat2500.019_00024	gene	912				
metabat2500.019_00024	CDS	912				hypothetical protein
metabat2500.019_00025	gene	2568	clpB			
metabat2500.019_00025	CDS	2568	clpB			Chaperone protein ClpB
metabat2500.019_00026	gene	306	hspR			
metabat2500.019_00026	CDS	306	hspR		COG0789	Putative heat shock protein HspR
metabat2500.019_00027	gene	1128	dnaJ			
metabat2500.019_00027	CDS	1128	dnaJ		COG0484	Chaperone protein DnaJ
metabat2500.019_00028	gene	453	grpE			
metabat2500.019_00028	CDS	453	grpE		COG0576	Protein GrpE
metabat2500.019_00029	gene	1902	dnaK			
metabat2500.019_00029	CDS	1902	dnaK			Chaperone protein DnaK
metabat2500.019_00030	gene	135				
metabat2500.019_00030	CDS	135				hypothetical protein
metabat2500.019_00031	gene	999				
metabat2500.019_00031	CDS	999				hypothetical protein
metabat2500.019_00032	gene	408				
metabat2500.019_00032	CDS	408				hypothetical protein
metabat2500.019_00033	gene	666	pdg			
metabat2500.019_00033	CDS	666	pdg			Ultraviolet N-glycosylase/AP lyase
metabat2500.019_00034	gene	810	oleB			
metabat2500.019_00034	CDS	810	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
metabat2500.019_00035	gene	783				
metabat2500.019_00035	CDS	783				hypothetical protein
metabat2500.019_00036	gene	990				
metabat2500.019_00036	CDS	990				hypothetical protein
metabat2500.019_00037	gene	993				
metabat2500.019_00037	CDS	993				hypothetical protein
metabat2500.019_00038	gene	1497				
metabat2500.019_00038	CDS	1497				hypothetical protein
metabat2500.019_00039	gene	678				
metabat2500.019_00039	CDS	678				hypothetical protein
metabat2500.019_00040	gene	636	fabR_1			
metabat2500.019_00040	CDS	636	fabR_1			HTH-type transcriptional repressor FabR
metabat2500.019_00041	gene	441				
metabat2500.019_00041	CDS	441		3.1.-.-		Ribonuclease VapC37
metabat2500.019_00042	gene	276				
metabat2500.019_00042	CDS	276				hypothetical protein
metabat2500.019_00043	gene	660				
metabat2500.019_00043	CDS	660				hypothetical protein
metabat2500.019_00044	gene	279				
metabat2500.019_00044	CDS	279				hypothetical protein
metabat2500.019_00045	gene	639				
metabat2500.019_00045	CDS	639				hypothetical protein
metabat2500.019_00046	gene	864				
metabat2500.019_00046	CDS	864				hypothetical protein
metabat2500.019_00047	gene	1680	thyX_1			
