locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.079_00001	gene	345				
metabat2500.079_00001	CDS	345				hypothetical protein
metabat2500.079_00002	gene	1917				
metabat2500.079_00002	CDS	1917				hypothetical protein
metabat2500.079_00003	gene	1218				
metabat2500.079_00003	CDS	1218				hypothetical protein
metabat2500.079_00004	gene	2127	btuB_1			
metabat2500.079_00004	CDS	2127	btuB_1			Vitamin B12 transporter BtuB
metabat2500.079_00005	gene	627	crp			
metabat2500.079_00005	CDS	627	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
metabat2500.079_00006	gene	366				
metabat2500.079_00006	CDS	366				hypothetical protein
metabat2500.079_00007	gene	1185				
metabat2500.079_00007	CDS	1185				hypothetical protein
metabat2500.079_00008	gene	645				
metabat2500.079_00008	CDS	645				hypothetical protein
metabat2500.079_00009	gene	2130				
metabat2500.079_00009	CDS	2130				hypothetical protein
metabat2500.079_00010	gene	411				
metabat2500.079_00010	CDS	411				hypothetical protein
metabat2500.079_00011	gene	711	nagR_1			
metabat2500.079_00011	CDS	711	nagR_1		COG2188	HTH-type transcriptional repressor NagR
metabat2500.079_00012	gene	2496	czcA			
metabat2500.079_00012	CDS	2496	czcA			Cobalt-zinc-cadmium resistance protein CzcA
metabat2500.079_00013	gene	951	xpsD			
metabat2500.079_00013	CDS	951	xpsD		COG1450	Secretin XpsD
metabat2500.079_00014	gene	1161				
metabat2500.079_00014	CDS	1161				hypothetical protein
metabat2500.079_00015	gene	507				
metabat2500.079_00015	CDS	507				hypothetical protein
metabat2500.079_00016	gene	1161				
metabat2500.079_00016	CDS	1161				hypothetical protein
metabat2500.079_00017	gene	1131	mshA_1			
metabat2500.079_00017	CDS	1131	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
metabat2500.079_00018	gene	1164				
metabat2500.079_00018	CDS	1164				hypothetical protein
metabat2500.079_00019	gene	1209				
metabat2500.079_00019	CDS	1209				hypothetical protein
metabat2500.079_00020	gene	462	ywnA			
metabat2500.079_00020	CDS	462	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
metabat2500.079_00021	gene	156				
metabat2500.079_00021	CDS	156				hypothetical protein
metabat2500.079_00022	gene	1398	qseC			
metabat2500.079_00022	CDS	1398	qseC	2.7.13.3		Sensor protein QseC
