locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.049_00001	gene	252				
metabat1500.049_00001	CDS	252				hypothetical protein
metabat1500.049_00002	gene	1179	kdpD			
metabat1500.049_00002	CDS	1179	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
metabat1500.049_00003	gene	1488	resE			
metabat1500.049_00003	CDS	1488	resE	2.7.13.3		Sensor histidine kinase ResE
metabat1500.049_00004	gene	1782	clcA_1			
metabat1500.049_00004	CDS	1782	clcA_1			H(+)/Cl(-) exchange transporter ClcA
metabat1500.049_00005	gene	363				
metabat1500.049_00005	CDS	363				hypothetical protein
metabat1500.049_00006	gene	1152	accC			
metabat1500.049_00006	CDS	1152	accC	6.3.4.14	COG0439	Biotin carboxylase
metabat1500.049_00007	gene	498				
metabat1500.049_00007	CDS	498				hypothetical protein
metabat1500.049_00008	gene	456				
metabat1500.049_00008	CDS	456				hypothetical protein
metabat1500.049_00009	gene	993				
metabat1500.049_00009	CDS	993				hypothetical protein
metabat1500.049_00010	gene	471				
metabat1500.049_00010	CDS	471				hypothetical protein
metabat1500.049_00011	gene	495				
metabat1500.049_00011	CDS	495				hypothetical protein
metabat1500.049_00012	gene	2160				
metabat1500.049_00012	CDS	2160				hypothetical protein
metabat1500.049_00013	gene	126				
metabat1500.049_00013	CDS	126				hypothetical protein
metabat1500.049_00014	gene	840	ddl_1			
metabat1500.049_00014	CDS	840	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
metabat1500.049_00015	gene	1416				
metabat1500.049_00015	CDS	1416				hypothetical protein
metabat1500.049_00016	gene	762				
metabat1500.049_00016	CDS	762				hypothetical protein
metabat1500.049_00017	gene	546				
metabat1500.049_00017	CDS	546				hypothetical protein
metabat1500.049_00018	gene	795				
metabat1500.049_00018	CDS	795				hypothetical protein
metabat1500.049_00019	gene	345				
metabat1500.049_00019	CDS	345				hypothetical protein
metabat1500.049_00020	gene	2706				
metabat1500.049_00020	CDS	2706				hypothetical protein
metabat1500.049_00021	gene	2652				
metabat1500.049_00021	CDS	2652				hypothetical protein
metabat1500.049_00022	gene	420				
metabat1500.049_00022	CDS	420				hypothetical protein
metabat1500.049_00023	gene	786				
metabat1500.049_00023	CDS	786				hypothetical protein
metabat1500.049_00024	gene	1329	purB_1			
metabat1500.049_00024	CDS	1329	purB_1	4.3.2.2	COG0015	Adenylosuccinate lyase
metabat1500.049_00025	gene	873	uppP_1			
metabat1500.049_00025	CDS	873	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
metabat1500.049_00026	gene	249				
metabat1500.049_00026	CDS	249				hypothetical protein
metabat1500.049_00027	gene	402				
metabat1500.049_00027	CDS	402				hypothetical protein
metabat1500.049_00028	gene	891	lpxG			
