locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.153_00001	gene	294				
metabat2500.153_00001	CDS	294				hypothetical protein
metabat2500.153_00002	gene	1062				
metabat2500.153_00002	CDS	1062				hypothetical protein
metabat2500.153_00003	gene	1203	pyrD_1			
metabat2500.153_00003	CDS	1203	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
metabat2500.153_00004	gene	318	pyrK_1			
metabat2500.153_00004	CDS	318	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
metabat2500.153_00005	gene	678				
metabat2500.153_00005	CDS	678				hypothetical protein
metabat2500.153_00006	gene	2304	tktA			
metabat2500.153_00006	CDS	2304	tktA	2.2.1.1	COG0021	Transketolase 1
metabat2500.153_00007	gene	621				
metabat2500.153_00007	CDS	621				hypothetical protein
metabat2500.153_00008	gene	261				
metabat2500.153_00008	CDS	261				hypothetical protein
metabat2500.153_00009	gene	73				
metabat2500.153_00009	tRNA	73				tRNA-Lys(ttt)
metabat2500.153_00010	gene	519				
metabat2500.153_00010	CDS	519				hypothetical protein
metabat2500.153_00011	gene	558	menC_1			
metabat2500.153_00011	CDS	558	menC_1	4.2.1.113	COG4948	o-succinylbenzoate synthase
metabat2500.153_00012	gene	522	menC_2			
metabat2500.153_00012	CDS	522	menC_2	4.2.1.113	COG4948	o-succinylbenzoate synthase
metabat2500.153_00013	gene	843				
metabat2500.153_00013	CDS	843				hypothetical protein
metabat2500.153_00014	gene	441				
metabat2500.153_00014	CDS	441				hypothetical protein
metabat2500.153_00015	gene	420				
metabat2500.153_00015	CDS	420			COG0664	putative NTE family protein
metabat2500.153_00016	gene	894				
metabat2500.153_00016	CDS	894		2.1.2.5	COG3643	Glutamate formimidoyltransferase
metabat2500.153_00017	gene	1257	hutI_1			
metabat2500.153_00017	CDS	1257	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
metabat2500.153_00018	gene	1338				
metabat2500.153_00018	CDS	1338				hypothetical protein
metabat2500.153_00019	gene	2391	ligD_1			
metabat2500.153_00019	CDS	2391	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
metabat2500.153_00020	gene	1629				
metabat2500.153_00020	CDS	1629				hypothetical protein
metabat2500.153_00021	gene	423				
metabat2500.153_00021	CDS	423				hypothetical protein
metabat2500.153_00022	gene	846	ku_1			
metabat2500.153_00022	CDS	846	ku_1		COG1273	Non-homologous end joining protein Ku
metabat2500.153_00023	gene	1041	ligD_2			
metabat2500.153_00023	CDS	1041	ligD_2		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
metabat2500.153_00024	gene	666	pyrG_1			
metabat2500.153_00024	CDS	666	pyrG_1	6.3.4.2		CTP synthase
metabat2500.153_00025	gene	252				
metabat2500.153_00025	CDS	252				hypothetical protein
metabat2500.153_00026	gene	126				
metabat2500.153_00026	CDS	126				hypothetical protein
metabat2500.153_00027	gene	438				
metabat2500.153_00027	CDS	438				hypothetical protein
metabat2500.153_00028	gene	564				
metabat2500.153_00028	CDS	564				hypothetical protein
metabat2500.153_00029	gene	666				
metabat2500.153_00029	CDS	666				hypothetical protein
metabat2500.153_00030	gene	2745	polA			
metabat2500.153_00030	CDS	2745	polA	2.7.7.7		DNA polymerase I
metabat2500.153_00031	gene	861	mutM_1			
metabat2500.153_00031	CDS	861	mutM_1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
metabat2500.153_00032	gene	726				
metabat2500.153_00032	CDS	726				hypothetical protein
metabat2500.153_00033	gene	1995	btuD_1			
metabat2500.153_00033	CDS	1995	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
metabat2500.153_00034	gene	1449				
metabat2500.153_00034	CDS	1449				hypothetical protein
metabat2500.153_00035	gene	1218				
metabat2500.153_00035	CDS	1218				hypothetical protein
metabat2500.153_00036	gene	240				
metabat2500.153_00036	CDS	240				hypothetical protein
metabat2500.153_00037	gene	516				
metabat2500.153_00037	CDS	516				hypothetical protein
metabat2500.153_00038	gene	351				
metabat2500.153_00038	CDS	351				hypothetical protein
metabat2500.153_00039	gene	501				
metabat2500.153_00039	CDS	501				hypothetical protein
metabat2500.153_00040	gene	1650	hutU_1			
metabat2500.153_00040	CDS	1650	hutU_1	4.2.1.49	COG2987	Urocanate hydratase
metabat2500.153_00041	gene	1002	nicB_1			
metabat2500.153_00041	CDS	1002	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
metabat2500.153_00042	gene	1143				
metabat2500.153_00042	CDS	1143		1.2.7.10		Oxalate oxidoreductase subunit delta
metabat2500.153_00043	gene	210				
metabat2500.153_00043	CDS	210				hypothetical protein
metabat2500.153_00044	gene	570				
metabat2500.153_00044	CDS	570				hypothetical protein
metabat2500.153_00045	gene	1548	rbsA			
metabat2500.153_00045	CDS	1548	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
metabat2500.153_00046	gene	903				
metabat2500.153_00046	CDS	903				hypothetical protein
metabat2500.153_00047	gene	675	plsY_1			
metabat2500.153_00047	CDS	675	plsY_1	2.3.1.275		Glycerol-3-phosphate acyltransferase
metabat2500.153_00048	gene	699	rsmE_1			
metabat2500.153_00048	CDS	699	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
metabat2500.153_00049	gene	804	prmA_1			
metabat2500.153_00049	CDS	804	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
metabat2500.153_00050	gene	240	dnaJ_1			
metabat2500.153_00050	CDS	240	dnaJ_1		COG0484	Chaperone protein DnaJ
metabat2500.153_00051	gene	486				
metabat2500.153_00051	CDS	486				hypothetical protein
metabat2500.153_00052	gene	1512	msrP_1			
metabat2500.153_00052	CDS	1512	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
metabat2500.153_00053	gene	123				
metabat2500.153_00053	CDS	123				hypothetical protein
metabat2500.153_00054	gene	861				
metabat2500.153_00054	CDS	861				hypothetical protein
metabat2500.153_00055	gene	393				
metabat2500.153_00055	CDS	393				hypothetical protein
metabat2500.153_00056	gene	1473	nagZ_1			
metabat2500.153_00056	CDS	1473	nagZ_1	3.2.1.52		Beta-hexosaminidase
metabat2500.153_00057	gene	1677	nagZ_2			
metabat2500.153_00057	CDS	1677	nagZ_2	3.2.1.52	COG1472	Beta-hexosaminidase
metabat2500.153_00058	gene	1029	amiE_1			
metabat2500.153_00058	CDS	1029	amiE_1	3.5.1.28		N-acetylmuramyl-L-alanine amidase
metabat2500.153_00059	gene	336				
metabat2500.153_00059	CDS	336				hypothetical protein
metabat2500.153_00060	gene	1482	rcsC_1			
metabat2500.153_00060	CDS	1482	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.153_00061	gene	1392	rcsC_2			
metabat2500.153_00061	CDS	1392	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
metabat2500.153_00062	gene	402	cheY			
metabat2500.153_00062	CDS	402	cheY		COG0784	Chemotaxis protein CheY
metabat2500.153_00063	gene	1023	fadD3			
metabat2500.153_00063	CDS	1023	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
metabat2500.153_00064	gene	402				
metabat2500.153_00064	CDS	402				hypothetical protein
metabat2500.153_00065	gene	732	nanR			
metabat2500.153_00065	CDS	732	nanR			HTH-type transcriptional repressor NanR
metabat2500.153_00066	gene	1572	bclA_1			
metabat2500.153_00066	CDS	1572	bclA_1	6.2.1.25		Benzoate--CoA ligase
metabat2500.153_00067	gene	258				
metabat2500.153_00067	CDS	258				hypothetical protein
metabat2500.153_00068	gene	1494				
metabat2500.153_00068	CDS	1494				hypothetical protein
metabat2500.153_00069	gene	162				
metabat2500.153_00069	CDS	162				hypothetical protein
metabat2500.153_00070	gene	309				
metabat2500.153_00070	CDS	309				hypothetical protein
metabat2500.153_00071	gene	162				
metabat2500.153_00071	CDS	162				hypothetical protein
metabat2500.153_00072	gene	183	cshE_1			
metabat2500.153_00072	CDS	183	cshE_1	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
metabat2500.153_00073	gene	213				
metabat2500.153_00073	CDS	213				hypothetical protein
metabat2500.153_00074	gene	240				
metabat2500.153_00074	CDS	240				hypothetical protein
metabat2500.153_00075	gene	450				
metabat2500.153_00075	CDS	450				hypothetical protein
metabat2500.153_00076	gene	1134	sasA_1			
metabat2500.153_00076	CDS	1134	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.153_00077	gene	402	copR_1			
metabat2500.153_00077	CDS	402	copR_1			Transcriptional activator protein CopR
metabat2500.153_00078	gene	546				
metabat2500.153_00078	CDS	546		1.5.1.37		Flavin reductase
metabat2500.153_00079	gene	1050				
metabat2500.153_00079	CDS	1050				hypothetical protein
metabat2500.153_00080	gene	927	hcrA_1			
metabat2500.153_00080	CDS	927	hcrA_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
metabat2500.153_00081	gene	1218	bcd			
metabat2500.153_00081	CDS	1218	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
metabat2500.153_00082	gene	675				
metabat2500.153_00082	CDS	675				hypothetical protein
metabat2500.153_00083	gene	936	htrA_1			
metabat2500.153_00083	CDS	936	htrA_1			Putative serine protease HtrA
metabat2500.153_00084	gene	507				
metabat2500.153_00084	CDS	507				putative protein
metabat2500.153_00085	gene	633	tmung_1			
metabat2500.153_00085	CDS	633	tmung_1	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
metabat2500.153_00086	gene	237				
metabat2500.153_00086	CDS	237				hypothetical protein
metabat2500.153_00087	gene	465				
metabat2500.153_00087	CDS	465				hypothetical protein
metabat2500.153_00088	gene	870	nei1			
metabat2500.153_00088	CDS	870	nei1	3.2.2.-	COG0266	Endonuclease 8 1
metabat2500.153_00089	gene	4416	rhlB			
metabat2500.153_00089	CDS	4416	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
metabat2500.153_00090	gene	909				
metabat2500.153_00090	CDS	909				hypothetical protein
metabat2500.153_00091	gene	372	fkbP			
metabat2500.153_00091	CDS	372	fkbP	5.2.1.8		FK506-binding protein
metabat2500.153_00092	gene	489				
metabat2500.153_00092	CDS	489				hypothetical protein
metabat2500.153_00093	gene	1911	prlC			
metabat2500.153_00093	CDS	1911	prlC	3.4.24.70	COG0339	Oligopeptidase A
metabat2500.153_00094	gene	1584	budB			
metabat2500.153_00094	CDS	1584	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
metabat2500.153_00095	gene	504				
metabat2500.153_00095	CDS	504				hypothetical protein
metabat2500.153_00096	gene	222				
metabat2500.153_00096	CDS	222				hypothetical protein
metabat2500.153_00097	gene	1401	aldh			
metabat2500.153_00097	CDS	1401	aldh	1.2.1.3		Aldehyde dehydrogenase
metabat2500.153_00098	gene	1617	alsS			
metabat2500.153_00098	CDS	1617	alsS	2.2.1.6	COG0028	Acetolactate synthase
metabat2500.153_00099	gene	453				
metabat2500.153_00099	CDS	453				hypothetical protein
metabat2500.153_00100	gene	420				
metabat2500.153_00100	CDS	420				hypothetical protein
metabat2500.153_00101	gene	177				
metabat2500.153_00101	CDS	177				hypothetical protein
metabat2500.153_00102	gene	75				
metabat2500.153_00102	tRNA	75				tRNA-Gly(gcc)
metabat2500.153_00103	gene	432				
metabat2500.153_00103	CDS	432				hypothetical protein
metabat2500.153_00104	gene	384				
metabat2500.153_00104	CDS	384			COG2764	putative protein
metabat2500.153_00105	gene	1212				
metabat2500.153_00105	CDS	1212			COG4398	putative protein
metabat2500.153_00106	gene	234				
metabat2500.153_00106	CDS	234				hypothetical protein
metabat2500.153_00107	gene	318				
metabat2500.153_00107	CDS	318				hypothetical protein
metabat2500.153_00108	gene	249				
metabat2500.153_00108	CDS	249				hypothetical protein
metabat2500.153_00109	gene	564	rutB			
metabat2500.153_00109	CDS	564	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
metabat2500.153_00110	gene	954				
metabat2500.153_00110	CDS	954				hypothetical protein
metabat2500.153_00111	gene	231				
metabat2500.153_00111	CDS	231				hypothetical protein
metabat2500.153_00112	gene	768				
metabat2500.153_00112	CDS	768				hypothetical protein
metabat2500.153_00113	gene	1026	nagZ_3			
metabat2500.153_00113	CDS	1026	nagZ_3	3.2.1.52		Beta-hexosaminidase
metabat2500.153_00114	gene	1176	cga			
metabat2500.153_00114	CDS	1176	cga	3.2.1.3		Glucoamylase
metabat2500.153_00115	gene	936	tolB_1			
metabat2500.153_00115	CDS	936	tolB_1			Tol-Pal system protein TolB
metabat2500.153_00116	gene	1257	entS_1			
metabat2500.153_00116	CDS	1257	entS_1			Enterobactin exporter EntS
metabat2500.153_00117	gene	513				
metabat2500.153_00117	CDS	513				hypothetical protein
metabat2500.153_00118	gene	1065	add_1			
metabat2500.153_00118	CDS	1065	add_1	3.5.4.4	COG1816	Adenosine deaminase
metabat2500.153_00119	gene	738	deoD_1			
metabat2500.153_00119	CDS	738	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
metabat2500.153_00120	gene	516				
metabat2500.153_00120	CDS	516				hypothetical protein
metabat2500.153_00121	gene	1734	pucD_1			
metabat2500.153_00121	CDS	1734	pucD_1	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
metabat2500.153_00122	gene	771				
metabat2500.153_00122	CDS	771				hypothetical protein
metabat2500.153_00123	gene	132				
metabat2500.153_00123	CDS	132				hypothetical protein
metabat2500.153_00124	gene	1173	alr1			
metabat2500.153_00124	CDS	1173	alr1	5.1.1.1	COG0787	Alanine racemase 1
metabat2500.153_00125	gene	690	nnr_1			
metabat2500.153_00125	CDS	690	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
metabat2500.153_00126	gene	369	acpS			
metabat2500.153_00126	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
metabat2500.153_00127	gene	1188	hutH_1			
metabat2500.153_00127	CDS	1188	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
metabat2500.153_00128	gene	291				
metabat2500.153_00128	CDS	291				hypothetical protein
metabat2500.153_00129	gene	567				
