locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.155_00001	gene	1260	mgl			
metabat2500.155_00001	CDS	1260	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
metabat2500.155_00002	gene	447				
metabat2500.155_00002	CDS	447				hypothetical protein
metabat2500.155_00003	gene	1785	dap_1			
metabat2500.155_00003	CDS	1785	dap_1	3.4.11.19		D-aminopeptidase
metabat2500.155_00004	gene	1683	dan			
metabat2500.155_00004	CDS	1683	dan	3.5.1.81		D-aminoacylase
metabat2500.155_00005	gene	1602				
metabat2500.155_00005	CDS	1602				hypothetical protein
metabat2500.155_00006	gene	168				
metabat2500.155_00006	CDS	168				hypothetical protein
metabat2500.155_00007	gene	864				
metabat2500.155_00007	CDS	864				hypothetical protein
metabat2500.155_00008	gene	1167	mshA_1			
metabat2500.155_00008	CDS	1167	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
metabat2500.155_00009	gene	258				
metabat2500.155_00009	CDS	258				hypothetical protein
metabat2500.155_00010	gene	1044				
metabat2500.155_00010	CDS	1044				hypothetical protein
metabat2500.155_00011	gene	1626	phoV			
metabat2500.155_00011	CDS	1626	phoV	3.1.3.1		Alkaline phosphatase PhoV
metabat2500.155_00012	gene	405				
metabat2500.155_00012	CDS	405				hypothetical protein
metabat2500.155_00013	gene	1053				
metabat2500.155_00013	CDS	1053				hypothetical protein
metabat2500.155_00014	gene	348				
metabat2500.155_00014	CDS	348				hypothetical protein
metabat2500.155_00015	gene	654				
metabat2500.155_00015	CDS	654				hypothetical protein
metabat2500.155_00016	gene	561				
metabat2500.155_00016	CDS	561				hypothetical protein
metabat2500.155_00017	gene	492				
metabat2500.155_00017	CDS	492				hypothetical protein
metabat2500.155_00018	gene	510				
metabat2500.155_00018	CDS	510				hypothetical protein
metabat2500.155_00019	gene	432				
metabat2500.155_00019	CDS	432				hypothetical protein
metabat2500.155_00020	gene	570				
metabat2500.155_00020	CDS	570				hypothetical protein
metabat2500.155_00021	gene	486				
metabat2500.155_00021	CDS	486				hypothetical protein
metabat2500.155_00022	gene	1242				
metabat2500.155_00022	CDS	1242				hypothetical protein
metabat2500.155_00023	gene	1026	aniA			
metabat2500.155_00023	CDS	1026	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
metabat2500.155_00024	gene	669	dedA			
metabat2500.155_00024	CDS	669	dedA		COG0586	Protein DedA
metabat2500.155_00025	gene	1296				
metabat2500.155_00025	CDS	1296				hypothetical protein
metabat2500.155_00026	gene	987				
