locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.020_00001	gene	1062	recA_1			
metabat2500.020_00001	CDS	1062	recA_1		COG0468	Protein RecA
metabat2500.020_00002	gene	378				
metabat2500.020_00002	CDS	378				hypothetical protein
metabat2500.020_00003	gene	546	recX			
metabat2500.020_00003	CDS	546	recX		COG2137	Regulatory protein RecX
metabat2500.020_00004	gene	1782	msbA_1			
metabat2500.020_00004	CDS	1782	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
metabat2500.020_00005	gene	291				
metabat2500.020_00005	CDS	291				hypothetical protein
metabat2500.020_00006	gene	789	ddpC			
metabat2500.020_00006	CDS	789	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
metabat2500.020_00007	gene	669				
metabat2500.020_00007	CDS	669				hypothetical protein
metabat2500.020_00008	gene	720				
metabat2500.020_00008	CDS	720				hypothetical protein
metabat2500.020_00009	gene	939	gsiC_1			
metabat2500.020_00009	CDS	939	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
metabat2500.020_00010	gene	558	yceJ			
metabat2500.020_00010	CDS	558	yceJ		COG3038	Cytochrome b561 
metabat2500.020_00011	gene	567	yceI_1			
metabat2500.020_00011	CDS	567	yceI_1			Protein YceI
metabat2500.020_00012	gene	510	ruvC			
metabat2500.020_00012	CDS	510	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
metabat2500.020_00013	gene	594	ruvA			
metabat2500.020_00013	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
metabat2500.020_00014	gene	537				
metabat2500.020_00014	CDS	537				hypothetical protein
metabat2500.020_00015	gene	693				
metabat2500.020_00015	CDS	693				hypothetical protein
metabat2500.020_00016	gene	999	ruvB			
metabat2500.020_00016	CDS	999	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
metabat2500.020_00017	gene	693				
metabat2500.020_00017	CDS	693				hypothetical protein
metabat2500.020_00018	gene	1353	bamB			
metabat2500.020_00018	CDS	1353	bamB			Outer membrane protein assembly factor BamB
metabat2500.020_00019	gene	189				
metabat2500.020_00019	CDS	189				hypothetical protein
metabat2500.020_00020	gene	375				
metabat2500.020_00020	CDS	375				hypothetical protein
metabat2500.020_00021	gene	567	azoR1			
metabat2500.020_00021	CDS	567	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
metabat2500.020_00022	gene	393				
metabat2500.020_00022	CDS	393				hypothetical protein
metabat2500.020_00023	gene	1677	der			
metabat2500.020_00023	CDS	1677	der		COG1160	GTPase Der
metabat2500.020_00024	gene	1968				
metabat2500.020_00024	CDS	1968				hypothetical protein
metabat2500.020_00025	gene	627				
metabat2500.020_00025	CDS	627				hypothetical protein
metabat2500.020_00026	gene	1434				
metabat2500.020_00026	CDS	1434				hypothetical protein
metabat2500.020_00027	gene	765	mkl			
metabat2500.020_00027	CDS	765	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
metabat2500.020_00028	gene	795	mlaE			
metabat2500.020_00028	CDS	795	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
metabat2500.020_00029	gene	804	ymdB			
metabat2500.020_00029	CDS	804	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
metabat2500.020_00030	gene	678	yedJ			
metabat2500.020_00030	CDS	678	yedJ		COG1418	putative protein YedJ
metabat2500.020_00031	gene	750	pmpR			
metabat2500.020_00031	CDS	750	pmpR		COG0217	Transcriptional regulatory protein PmpR
metabat2500.020_00032	gene	687				
metabat2500.020_00032	CDS	687				hypothetical protein
metabat2500.020_00033	gene	711				
metabat2500.020_00033	CDS	711				hypothetical protein
metabat2500.020_00034	gene	249				
metabat2500.020_00034	CDS	249				hypothetical protein
metabat2500.020_00035	gene	816				
metabat2500.020_00035	CDS	816				hypothetical protein
metabat2500.020_00036	gene	939	rpsB			
metabat2500.020_00036	CDS	939	rpsB		COG0052	30S ribosomal protein S2
metabat2500.020_00037	gene	582				
metabat2500.020_00037	CDS	582				hypothetical protein
