locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.017_00001	gene	1185	ligXa_1			
metabat2500.017_00001	CDS	1185	ligXa_1	1.14.13.-	COG4638	5,5'-dehydrodivanillate O-demethylase oxygenase subunit
metabat2500.017_00002	gene	1275	entS_1			
metabat2500.017_00002	CDS	1275	entS_1			Enterobactin exporter EntS
metabat2500.017_00003	gene	810	rlmD_1			
metabat2500.017_00003	CDS	810	rlmD_1	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
metabat2500.017_00004	gene	3240	mdtC			
metabat2500.017_00004	CDS	3240	mdtC			Multidrug resistance protein MdtC
metabat2500.017_00005	gene	528	mdtA_1			
metabat2500.017_00005	CDS	528	mdtA_1			Multidrug resistance protein MdtA
metabat2500.017_00006	gene	1074				
metabat2500.017_00006	CDS	1074				hypothetical protein
metabat2500.017_00007	gene	1716				
metabat2500.017_00007	CDS	1716				hypothetical protein
metabat2500.017_00008	gene	585				
metabat2500.017_00008	CDS	585				hypothetical protein
metabat2500.017_00009	gene	1269	ahcY			
metabat2500.017_00009	CDS	1269	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
metabat2500.017_00010	gene	1179	metK			
metabat2500.017_00010	CDS	1179	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
metabat2500.017_00011	gene	3618				
metabat2500.017_00011	CDS	3618				hypothetical protein
metabat2500.017_00012	gene	351				
metabat2500.017_00012	CDS	351				hypothetical protein
metabat2500.017_00013	gene	933				
metabat2500.017_00013	CDS	933				hypothetical protein
metabat2500.017_00014	gene	1365				
metabat2500.017_00014	CDS	1365				hypothetical protein
metabat2500.017_00015	gene	606	algU_1			
metabat2500.017_00015	CDS	606	algU_1		COG1595	RNA polymerase sigma-H factor
metabat2500.017_00016	gene	1128				
metabat2500.017_00016	CDS	1128				hypothetical protein
metabat2500.017_00017	gene	939	fosB_1			
metabat2500.017_00017	CDS	939	fosB_1	2.5.1.-		Metallothiol transferase FosB
metabat2500.017_00018	gene	267	rsbV			
metabat2500.017_00018	CDS	267	rsbV		COG1366	Anti-sigma-B factor antagonist
metabat2500.017_00019	gene	2436	rsbW			
metabat2500.017_00019	CDS	2436	rsbW	2.7.11.1		Serine-protein kinase RsbW
metabat2500.017_00020	gene	468				
metabat2500.017_00020	CDS	468		3.1.2.23		4-hydroxybenzoyl-CoA thioesterase
metabat2500.017_00021	gene	2163				
metabat2500.017_00021	CDS	2163				hypothetical protein
metabat2500.017_00022	gene	360				
metabat2500.017_00022	CDS	360				hypothetical protein
metabat2500.017_00023	gene	267				
metabat2500.017_00023	CDS	267				hypothetical protein
metabat2500.017_00024	gene	1005				
metabat2500.017_00024	CDS	1005				hypothetical protein
metabat2500.017_00025	gene	201				
metabat2500.017_00025	CDS	201				hypothetical protein
metabat2500.017_00026	gene	2364				
metabat2500.017_00026	CDS	2364				hypothetical protein
metabat2500.017_00027	gene	249				
metabat2500.017_00027	CDS	249				hypothetical protein
metabat2500.017_00028	gene	213				
metabat2500.017_00028	CDS	213				hypothetical protein
metabat2500.017_00029	gene	1011				
metabat2500.017_00029	CDS	1011				hypothetical protein
metabat2500.017_00030	gene	1005				
metabat2500.017_00030	CDS	1005				hypothetical protein
metabat2500.017_00031	gene	1023				
metabat2500.017_00031	CDS	1023				hypothetical protein
metabat2500.017_00032	gene	507				
metabat2500.017_00032	CDS	507				hypothetical protein
metabat2500.017_00033	gene	138				
metabat2500.017_00033	CDS	138				hypothetical protein
metabat2500.017_00034	gene	270				
metabat2500.017_00034	CDS	270				hypothetical protein
metabat2500.017_00035	gene	519				
metabat2500.017_00035	CDS	519				hypothetical protein
metabat2500.017_00036	gene	1023				
metabat2500.017_00036	CDS	1023				hypothetical protein
metabat2500.017_00037	gene	288				
metabat2500.017_00037	CDS	288				hypothetical protein
