locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.191_00001	gene	75				
metabat1500.191_00001	tRNA	75				tRNA-Gly(gcc)
metabat1500.191_00002	gene	1014	galT			
metabat1500.191_00002	CDS	1014	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
metabat1500.191_00003	gene	1041	gpsA_1			
metabat1500.191_00003	CDS	1041	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
metabat1500.191_00004	gene	603	plsY			
metabat1500.191_00004	CDS	603	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
metabat1500.191_00005	gene	576	pgsA_1			
metabat1500.191_00005	CDS	576	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
metabat1500.191_00006	gene	756	comB			
metabat1500.191_00006	CDS	756	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
metabat1500.191_00007	gene	1224	argG			
metabat1500.191_00007	CDS	1224	argG	6.3.4.5	COG0137	Argininosuccinate synthase
metabat1500.191_00008	gene	918	argF_1			
metabat1500.191_00008	CDS	918	argF_1	2.1.3.3		Ornithine carbamoyltransferase
metabat1500.191_00009	gene	1203	argD_1			
metabat1500.191_00009	CDS	1203	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
metabat1500.191_00010	gene	873	argB			
metabat1500.191_00010	CDS	873	argB	2.7.2.8	COG0548	Acetylglutamate kinase
metabat1500.191_00011	gene	1350	hslU_1			
metabat1500.191_00011	CDS	1350	hslU_1		COG1220	ATP-dependent protease ATPase subunit HslU
metabat1500.191_00012	gene	549	clpQ			
metabat1500.191_00012	CDS	549	clpQ	3.4.21.-	COG5405	ATP-dependent protease subunit ClpQ
metabat1500.191_00013	gene	873	xerC_1			
metabat1500.191_00013	CDS	873	xerC_1		COG4974	Tyrosine recombinase XerC
metabat1500.191_00014	gene	2253	topA			
metabat1500.191_00014	CDS	2253	topA	5.6.2.1		DNA topoisomerase 1
metabat1500.191_00015	gene	912				
metabat1500.191_00015	CDS	912				hypothetical protein
metabat1500.191_00016	gene	807	cpoB_1			
metabat1500.191_00016	CDS	807	cpoB_1			Cell division coordinator CpoB
metabat1500.191_00017	gene	1227	moeA_1			
metabat1500.191_00017	CDS	1227	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
metabat1500.191_00018	gene	1122				
metabat1500.191_00018	CDS	1122				hypothetical protein
metabat1500.191_00019	gene	507				
metabat1500.191_00019	CDS	507				hypothetical protein
metabat1500.191_00020	gene	507				
metabat1500.191_00020	CDS	507				hypothetical protein
metabat1500.191_00021	gene	1353				
metabat1500.191_00021	CDS	1353				hypothetical protein
metabat1500.191_00022	gene	552	qrcC			
metabat1500.191_00022	CDS	552	qrcC	1.97.-.-	COG0437	Menaquinone reductase, iron-sulfur cluster-binding subunit
metabat1500.191_00023	gene	300				
metabat1500.191_00023	CDS	300				hypothetical protein
metabat1500.191_00024	gene	291				
metabat1500.191_00024	CDS	291				hypothetical protein
metabat1500.191_00025	gene	1002				
metabat1500.191_00025	CDS	1002			COG1638	putative protein
metabat1500.191_00026	gene	1887				
