locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat1500.113_00001	gene	795				
metabat1500.113_00001	CDS	795				hypothetical protein
metabat1500.113_00002	gene	393				
metabat1500.113_00002	CDS	393				hypothetical protein
metabat1500.113_00003	gene	513	metK			
metabat1500.113_00003	CDS	513	metK	2.5.1.6		S-adenosylmethionine synthase
metabat1500.113_00004	gene	1188	mgtA			
metabat1500.113_00004	CDS	1188	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
metabat1500.113_00005	gene	864				
metabat1500.113_00005	CDS	864		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
metabat1500.113_00006	gene	1386	ygcS			
metabat1500.113_00006	CDS	1386	ygcS			Inner membrane metabolite transport protein YgcS
metabat1500.113_00007	gene	378				
metabat1500.113_00007	CDS	378				hypothetical protein
metabat1500.113_00008	gene	2343	bamA_1			
metabat1500.113_00008	CDS	2343	bamA_1		COG4775	Outer membrane protein assembly factor BamA
metabat1500.113_00009	gene	645				
metabat1500.113_00009	CDS	645				hypothetical protein
metabat1500.113_00010	gene	771				
metabat1500.113_00010	CDS	771				hypothetical protein
metabat1500.113_00011	gene	750				
metabat1500.113_00011	CDS	750				hypothetical protein
metabat1500.113_00012	gene	798	lytC			
metabat1500.113_00012	CDS	798	lytC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
metabat1500.113_00013	gene	780	prcA			
metabat1500.113_00013	CDS	780	prcA			Proteasome subunit alpha
metabat1500.113_00014	gene	825	prcB			
metabat1500.113_00014	CDS	825	prcB	3.4.25.1	COG0638	Proteasome subunit beta
metabat1500.113_00015	gene	177	ubact			
metabat1500.113_00015	CDS	177	ubact			Prokaryotic ubiquitin-like protein UBact
metabat1500.113_00016	gene	468				
metabat1500.113_00016	CDS	468				hypothetical protein
metabat1500.113_00017	gene	74				
metabat1500.113_00017	tRNA	74				tRNA-Arg(cct)
metabat1500.113_00018	gene	741				
metabat1500.113_00018	CDS	741				hypothetical protein
metabat1500.113_00019	gene	2136	valS			
metabat1500.113_00019	CDS	2136	valS	6.1.1.9		Valine--tRNA ligase
metabat1500.113_00020	gene	741				
metabat1500.113_00020	CDS	741				hypothetical protein
metabat1500.113_00021	gene	2046	cstA			
metabat1500.113_00021	CDS	2046	cstA		COG1966	Peptide transporter CstA
metabat1500.113_00022	gene	243				
metabat1500.113_00022	CDS	243				hypothetical protein
metabat1500.113_00023	gene	468				
metabat1500.113_00023	CDS	468				hypothetical protein
metabat1500.113_00024	gene	249	rpsT			
metabat1500.113_00024	CDS	249	rpsT		COG0268	30S ribosomal protein S20
metabat1500.113_00025	gene	597				
metabat1500.113_00025	CDS	597				hypothetical protein
metabat1500.113_00026	gene	1047	acoA_1			
metabat1500.113_00026	CDS	1047	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
metabat1500.113_00027	gene	984	bfmBAB			
metabat1500.113_00027	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
metabat1500.113_00028	gene	1341	pdhC			
metabat1500.113_00028	CDS	1341	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
metabat1500.113_00029	gene	477				
metabat1500.113_00029	CDS	477				hypothetical protein
metabat1500.113_00030	gene	1020	aziB2			
metabat1500.113_00030	CDS	1020	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
metabat1500.113_00031	gene	1173				
metabat1500.113_00031	CDS	1173				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
metabat1500.113_00032	gene	630	lon			
metabat1500.113_00032	CDS	630	lon	3.4.21.53	COG0466	Lon protease
metabat1500.113_00033	gene	687	aroD			
metabat1500.113_00033	CDS	687	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
metabat1500.113_00034	gene	603	ribE			
metabat1500.113_00034	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
metabat1500.113_00035	gene	1314	nhaA			
metabat1500.113_00035	CDS	1314	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
metabat1500.113_00036	gene	2955	speE			
metabat1500.113_00036	CDS	2955	speE	2.5.1.16		Polyamine aminopropyltransferase
metabat1500.113_00037	gene	3207	btuB			
metabat1500.113_00037	CDS	3207	btuB			Vitamin B12 transporter BtuB
metabat1500.113_00038	gene	1929	lapB			
metabat1500.113_00038	CDS	1929	lapB			Lipopolysaccharide assembly protein B
metabat1500.113_00039	gene	2259	cpoB_1			
metabat1500.113_00039	CDS	2259	cpoB_1			Cell division coordinator CpoB
metabat1500.113_00040	gene	2088				
metabat1500.113_00040	CDS	2088				hypothetical protein
metabat1500.113_00041	gene	1857	bepA_1			
metabat1500.113_00041	CDS	1857	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
metabat1500.113_00042	gene	486				
metabat1500.113_00042	CDS	486				hypothetical protein
metabat1500.113_00043	gene	198				
metabat1500.113_00043	CDS	198				hypothetical protein
metabat1500.113_00044	gene	720				
metabat1500.113_00044	CDS	720				hypothetical protein
metabat1500.113_00045	gene	1173				
metabat1500.113_00045	CDS	1173				hypothetical protein
metabat1500.113_00046	gene	243				
metabat1500.113_00046	CDS	243				hypothetical protein
metabat1500.113_00047	gene	765				
metabat1500.113_00047	CDS	765				hypothetical protein
metabat1500.113_00048	gene	1707				
metabat1500.113_00048	CDS	1707				hypothetical protein
metabat1500.113_00049	gene	3414	smc_1			
metabat1500.113_00049	CDS	3414	smc_1			Chromosome partition protein Smc
metabat1500.113_00050	gene	405				
metabat1500.113_00050	CDS	405				hypothetical protein
metabat1500.113_00051	gene	792				
metabat1500.113_00051	CDS	792				hypothetical protein
metabat1500.113_00052	gene	456				
metabat1500.113_00052	CDS	456				hypothetical protein
metabat1500.113_00053	gene	1743	dapb2			
metabat1500.113_00053	CDS	1743	dapb2	3.4.14.-		Dipeptidyl aminopeptidase BII
metabat1500.113_00054	gene	891				
metabat1500.113_00054	CDS	891				hypothetical protein
metabat1500.113_00055	gene	1044	iolS_1			
metabat1500.113_00055	CDS	1044	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
metabat1500.113_00056	gene	1926	mrdA_1			
metabat1500.113_00056	CDS	1926	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
metabat1500.113_00057	gene	1641	uvrC_1			
metabat1500.113_00057	CDS	1641	uvrC_1			UvrABC system protein C
metabat1500.113_00058	gene	435				
metabat1500.113_00058	CDS	435				hypothetical protein
metabat1500.113_00059	gene	1293	hisS_1			
